>>> bench-local
# Thu, 22 Feb 2018 16:29:54 +0300
# neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
# Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
# cpu: Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
# cpu[0-7]: freq: intel_pstate/performance [1.60GHz - 3.90GHz]
# cpu[0-7]: idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
# cpu: WARNING: frequency not fixed - benchmark timings won't be stable
# cpu: WARNING: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
# sda: Samsung SSD 840   rev BB0Q 931.5G
# eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth0: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth0: coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
# eth0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth0: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# eth0: WARNING: RX coalesce latency is max 200μs - that will add to networked request-reply latency
# eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
# eth1: features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# eth1: coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
# eth1: down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# eth1: WARNING: TSO not enabled - TCP latency with packets > MSS will be poor
# Python 2.7.14+
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
# neo             : v1.8-1552-g4bcbc04d
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkrio/pystone 1 175562 pystone/s	# POLL·0 C1·9 C1E·7 C3·7 C6·149
Benchmarkrio/pystone 1 185401 pystone/s	# POLL·0 C1·33 C1E·3 C3·6 C6·162
Benchmarkrio/pystone 1 176984 pystone/s	# POLL·0 C1·5 C1E·10 C3·2 C6·178
Benchmarkrio/pystone 1 179955 pystone/s	# POLL·0 C1·8 C1E·6 C3·3 C6·164
Benchmarkrio/pystone 1 182050 pystone/s	# POLL·0 C1·29 C1E·4 C3·4 C6·146
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 258.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=549.88625ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 263.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=561.46583ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 264.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=563.071219ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 266.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=566.89472ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 265.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=564.502574ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 266.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=566.990553ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 266.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=567.949975ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 272.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=580.72987ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 269.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=574.413654ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 270.4 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=575.510311ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 271.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=576.657419ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 139.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=296.535073ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 140.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=299.668266ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 140.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=299.006404ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 140.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=299.674509ms
Benchmarkrio/neo/go/sqlite/zhash.go-P16 1 143.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=304.564791ms
# POLL·441 C1·53828 C1E·2808 C3·71 C6·296
2018/02/22 16:36:09 accept tcp 192.168.0.6:5554: use of closed network connection
2018-02-22 16:36:09.9156 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go sqlite (sha1 disabled)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 82.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=174.868078ms
# POLL·4 C1·3818 C1E·14912 C3·44 C6·1494
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 77.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=165.866731ms
# POLL·6 C1·3878 C1E·12832 C3·258 C6·348
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 78.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=167.962373ms
# POLL·2 C1·3571 C1E·14555 C3·82 C6·294
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 80.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=171.526837ms
# POLL·3 C1·4206 C1E·14050 C3·853 C6·146
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go 1 78.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=167.649545ms
# POLL·2 C1·4171 C1E·14380 C3·73 C6·363
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 33.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=71.864504ms
# POLL·29 C1·4264 C1E·2999 C3·49 C6·142
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 33.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=70.650546ms
# POLL·42 C1·4972 C1E·3028 C3·35 C6·114
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 29.6 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=62.992276ms
# POLL·27 C1·4577 C1E·2452 C3·29 C6·84
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 33.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=70.570743ms
# POLL·32 C1·4573 C1E·2890 C3·46 C6·138
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go+prefetch128 1 31.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=66.068058ms
# POLL·28 C1·4408 C1E·2814 C3·57 C6·110

# 16 clients in parallel
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
# NEO/go (zhash_go): skipping SHA1 computations
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 245.9 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=523.380348ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 252.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=536.37892ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 249.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=531.522293ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 250.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=533.432401ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 250.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=532.409671ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 251.8 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=535.797199ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 253.1 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=538.677589ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 255.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=543.361377ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 254.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=541.612373ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 257.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=546.814134ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 258.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=550.012125ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 124.3 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=264.470586ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 124.2 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=264.297972ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 124.7 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=265.326839ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 124.5 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=264.859508ms
Benchmarkrio/neo/go/sqlite(!sha1)/zhash.go-P16 1 125.0 µs/object	# crc32:14640593  oid=0..2127  nread=8540363  t=266.004413ms
# POLL·418 C1·50315 C1E·2341 C3·80 C6·232
2018/02/22 16:36:15 accept tcp 192.168.0.6:5554: use of closed network connection
2018-02-22 16:36:14.9899 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

dataset:	prod1-1024

*** generating fs1 data...
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675834 seconds in the future

*** generating sqlite data...
2018-02-22 16:36:50.0635 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** generating sql data...
2018-02-22 16:36:50 140439183603712 [Note] /usr/sbin/mysqld (mysqld 10.1.29-MariaDB-6) starting as process 3963 ...
2018-02-22 16:36:53 140291312797696 [Note] /usr/sbin/mysqld (mysqld 10.1.29-MariaDB-6) starting as process 3991 ...
2018-02-22 16:36:56 139710585427968 [Note] /usr/sbin/mysqld (mysqld 10.1.29-MariaDB-6) starting as process 4020 ...
2018-02-22 16:36:59 140548695939072 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 4047 ...
unexpected packet: Retry Later in PrimaryBootstrapHandler
Connection to None lost
2018-02-22 16:37:17.2271 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** FileStorage
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675774 seconds in the future
Benchmarkrio/fs1/zhash.py 1 19.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.072s
# POLL·0 C1·30 C1E·3 C3·6 C6·237
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675773 seconds in the future
Benchmarkrio/fs1/zhash.py 1 18.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.072s
# POLL·0 C1·32 C1E·7 C3·1 C6·254
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675773 seconds in the future
Benchmarkrio/fs1/zhash.py 1 19.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.072s
# POLL·0 C1·11 C1E·1 C3·8 C6·243
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675773 seconds in the future
Benchmarkrio/fs1/zhash.py 1 18.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.071s
# POLL·0 C1·8 C1E·12 C3·4 C6·202
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675772 seconds in the future
Benchmarkrio/fs1/zhash.py 1 18.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.072s
# POLL·0 C1·3 C1E·1 C3·5 C6·235

# 16 clients in parallel
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
Benchmarkrio/fs1/zhash.py-P16 1 39.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.149s
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
/home/neotest/4/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575675771 seconds in the future
Benchmarkrio/fs1/zhash.py-P16 1 48.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.184s
Benchmarkrio/fs1/zhash.py-P16 1 40.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.154s
Benchmarkrio/fs1/zhash.py-P16 1 40.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.153s
Benchmarkrio/fs1/zhash.py-P16 1 62.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.236s
Benchmarkrio/fs1/zhash.py-P16 1 55.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.209s
Benchmarkrio/fs1/zhash.py-P16 1 65.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.247s
Benchmarkrio/fs1/zhash.py-P16 1 57.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.216s
Benchmarkrio/fs1/zhash.py-P16 1 74.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.280s
Benchmarkrio/fs1/zhash.py-P16 1 68.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.260s
Benchmarkrio/fs1/zhash.py-P16 1 68.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.261s
Benchmarkrio/fs1/zhash.py-P16 1 59.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.223s
Benchmarkrio/fs1/zhash.py-P16 1 54.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.207s
Benchmarkrio/fs1/zhash.py-P16 1 59.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.226s
Benchmarkrio/fs1/zhash.py-P16 1 49.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.189s
Benchmarkrio/fs1/zhash.py-P16 1 56.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=0.213s
# POLL·0 C1·34 C1E·4 C3·3 C6·128

Benchmarkrio/fs1/zhash.go 1 2.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.607882ms	# POLL·0 C1·14 C1E·67 C3·10 C6·107
Benchmarkrio/fs1/zhash.go 1 2.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.631937ms	# POLL·0 C1·12 C1E·73 C3·9 C6·103
Benchmarkrio/fs1/zhash.go 1 2.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.51611ms	# POLL·0 C1·11 C1E·66 C3·17 C6·101
Benchmarkrio/fs1/zhash.go 1 2.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.493942ms	# POLL·1 C1·55 C1E·69 C3·9 C6·82
Benchmarkrio/fs1/zhash.go 1 2.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.694374ms	# POLL·0 C1·25 C1E·74 C3·4 C6·91
Benchmarkrio/fs1/zhash.go+prefetch128 1 2.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.121307ms	# POLL·0 C1·147 C1E·397 C3·35 C6·126
Benchmarkrio/fs1/zhash.go+prefetch128 1 2.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.149367ms	# POLL·0 C1·156 C1E·422 C3·39 C6·90
Benchmarkrio/fs1/zhash.go+prefetch128 1 2.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.224314ms	# POLL·1 C1·155 C1E·433 C3·40 C6·68
Benchmarkrio/fs1/zhash.go+prefetch128 1 2.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.733064ms	# POLL·1 C1·196 C1E·352 C3·55 C6·88
Benchmarkrio/fs1/zhash.go+prefetch128 1 2.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=10.113977ms	# POLL·0 C1·135 C1E·367 C3·39 C6·96

# 16 clients in parallel
Benchmarkrio/fs1/zhash.go-P16 1 4.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=18.093624ms
Benchmarkrio/fs1/zhash.go-P16 1 4.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=18.315885ms
Benchmarkrio/fs1/zhash.go-P16 1 5.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=20.264095ms
Benchmarkrio/fs1/zhash.go-P16 1 8.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=32.657279ms
Benchmarkrio/fs1/zhash.go-P16 1 7.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=29.144184ms
Benchmarkrio/fs1/zhash.go-P16 1 5.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=21.019355ms
Benchmarkrio/fs1/zhash.go-P16 1 9.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=34.464673ms
Benchmarkrio/fs1/zhash.go-P16 1 8.5 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=32.234013ms
Benchmarkrio/fs1/zhash.go-P16 1 6.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=23.037181ms
Benchmarkrio/fs1/zhash.go-P16 1 9.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=35.525328ms
Benchmarkrio/fs1/zhash.go-P16 1 6.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=25.572669ms
Benchmarkrio/fs1/zhash.go-P16 1 4.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=18.332507ms
Benchmarkrio/fs1/zhash.go-P16 1 7.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=26.587528ms
Benchmarkrio/fs1/zhash.go-P16 1 4.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=17.649699ms
Benchmarkrio/fs1/zhash.go-P16 1 8.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=32.57544ms
Benchmarkrio/fs1/zhash.go-P16 1 3.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=14.921088ms
# POLL·1 C1·41 C1E·42 C3·17 C6·93

*** ZEO
Benchmarkrio/zeo/zhash.py 1 311.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.180s	# POLL·0 C1·52383 C1E·4268 C3·2453 C6·461
Benchmarkrio/zeo/zhash.py 1 282.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.069s	# POLL·0 C1·49152 C1E·2467 C3·2356 C6·417
Benchmarkrio/zeo/zhash.py 1 279.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.060s	# POLL·1 C1·47594 C1E·1937 C3·2275 C6·452
Benchmarkrio/zeo/zhash.py 1 309.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.172s	# POLL·1 C1·51567 C1E·1512 C3·3421 C6·354
Benchmarkrio/zeo/zhash.py 1 287.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.089s	# POLL·0 C1·56563 C1E·2043 C3·2862 C6·348

# 16 clients in parallel
Benchmarkrio/zeo/zhash.py-P16 1 1171.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=4.439s
Benchmarkrio/zeo/zhash.py-P16 1 1298.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=4.921s
Benchmarkrio/zeo/zhash.py-P16 1 1276.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=4.837s
Benchmarkrio/zeo/zhash.py-P16 1 1445.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.477s
Benchmarkrio/zeo/zhash.py-P16 1 1418.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.377s
Benchmarkrio/zeo/zhash.py-P16 1 1432.3 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.428s
Benchmarkrio/zeo/zhash.py-P16 1 1442.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.465s
Benchmarkrio/zeo/zhash.py-P16 1 1450.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.498s
Benchmarkrio/zeo/zhash.py-P16 1 1442.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.467s
Benchmarkrio/zeo/zhash.py-P16 1 1457.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.522s
Benchmarkrio/zeo/zhash.py-P16 1 1470.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.574s
Benchmarkrio/zeo/zhash.py-P16 1 1487.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.636s
Benchmarkrio/zeo/zhash.py-P16 1 1485.6 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.630s
Benchmarkrio/zeo/zhash.py-P16 1 1482.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.620s
Benchmarkrio/zeo/zhash.py-P16 1 1492.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.655s
Benchmarkrio/zeo/zhash.py-P16 1 1492.1 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=5.655s
# POLL·13 C1·522060 C1E·12549 C3·31 C6·173
(skipping zhash.go on ZEO -- Cgo does not support zeo:// protocol)

*** NEO/py sqlite
Benchmarkrio/neo/py/sqlite/zhash.py 1 277.4 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.051s	# POLL·3 C1·4892 C1E·18464 C3·51 C6·4987
Benchmarkrio/neo/py/sqlite/zhash.py 1 275.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.043s	# POLL·3 C1·8226 C1E·17826 C3·767 C6·4045
Benchmarkrio/neo/py/sqlite/zhash.py 1 273.9 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.038s	# POLL·1 C1·10764 C1E·17485 C3·935 C6·3299
Benchmarkrio/neo/py/sqlite/zhash.py 1 275.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.045s	# POLL·0 C1·5168 C1E·18402 C3·994 C6·4200
Benchmarkrio/neo/py/sqlite/zhash.py 1 275.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=1.042s	# POLL·0 C1·8531 C1E·17895 C3·988 C6·3924

# 16 clients in parallel
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2259.7 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.564s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2319.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.792s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2340.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.872s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2346.8 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.894s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2339.0 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.865s
Benchmarkrio/neo/py/sqlite/zhash.py-P16 1 2341.2 µs/object	# crc32:a50b90dc  oid=0..3789  nread=4905351  t=8.873s
