>>> bench-local
# Wed, 28 Feb 2018 11:14:55 +0200
# neotest@z6001.ivan.nexedi.com (2401:5180:0:6f::1 192.168.0.16)
# Linux z6001-COMP-2784 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-23]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-23]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: ADATA SU800       rev 8BS  119,2G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz6001-COMP-2784/pystone 1 112206 pystone/s	# POLL·0 C1·96 C1E·1 C3·23 C6·396
Benchmarkz6001-COMP-2784/pystone 1 114783 pystone/s	# POLL·0 C1·89 C1E·0 C3·15 C6·461
Benchmarkz6001-COMP-2784/pystone 1 114558 pystone/s	# POLL·1 C1·87 C1E·7 C3·27 C6·490
Benchmarkz6001-COMP-2784/pystone 1 113271 pystone/s	# POLL·0 C1·80 C1E·0 C3·17 C6·389
Benchmarkz6001-COMP-2784/pystone 1 115634 pystone/s	# POLL·0 C1·74 C1E·3 C3·19 C6·468
< 161.6 us	1	| 
< 164.0 us	1	| 
< 166.4 us	1	| 
< 168.9 us	0	| 
< 171.3 us	1	| 
< 173.7 us	1	| 
<       +∞	19	| 
# POLL·3 C1·23103 C1E·31 C3·34 C6·406

--- . (ext4 /dev/sda1) ioping statistics ---
19.3 k requests completed in 2.95 s, 75.4 MiB read, 6.54 k iops, 25.6 MiB/s
generated 19.3 k requests in 3.00 s, 75.4 MiB, 6.43 k iops, 25.1 MiB/s
min/avg/max/mdev = 126.2 us / 152.9 us / 851.3 us / 19.2 us
Benchmarkz6001-COMP-2784/disk/randread/direct/4K-min 1 126.2 us/op
Benchmarkz6001-COMP-2784/disk/randread/direct/4K-avg 1 152.9 us/op
< 150.5 us	6553	| ****************
< 154.5 us	41	| 
< 158.6 us	345	| 
< 162.7 us	1239	| ***
< 166.8 us	8822	| **********************
< 170.8 us	2063	| *****
< 174.9 us	59	| 
< 179.0 us	19	| 
< 183.1 us	3	| 
< 187.1 us	6	| 
< 191.2 us	4	| 
< 195.3 us	5	| 
< 199.3 us	2	| 
< 203.4 us	1	| 
< 207.5 us	5	| 
< 211.6 us	11	| 
< 215.6 us	8	| 
< 219.7 us	5	| 
< 223.8 us	1	| 
< 227.9 us	0	| 
< 231.9 us	1	| 
<       +∞	8	| 
# POLL·6 C1·7100 C1E·12254 C3·12800 C6·713

--- . (ext4 /dev/sda1) ioping statistics ---
18.3 k requests completed in 2.96 s, 71.5 MiB read, 6.18 k iops, 24.2 MiB/s
generated 18.3 k requests in 3.00 s, 71.5 MiB, 6.10 k iops, 23.8 MiB/s
min/avg/max/mdev = 127.0 us / 161.7 us / 286.1 us / 9.75 us
Benchmarkz6001-COMP-2784/disk/randread/direct/4K-min 1 127.0 us/op
Benchmarkz6001-COMP-2784/disk/randread/direct/4K-avg 1 161.7 us/op
< 127.0 us	0	| 
< 130.3 us	4	| 
< 133.6 us	1	| 
< 136.9 us	2	| 
< 140.2 us	219	| 
< 143.5 us	69	| 
< 146.8 us	3	| 
< 150.1 us	2	| 
< 153.4 us	528	| *
< 156.7 us	5047	| *************
< 160.0 us	3403	| *********
< 163.3 us	960	| **
< 166.6 us	4928	| *************
< 169.9 us	2061	| *****
< 173.2 us	440	| *
< 176.5 us	59	| 
< 179.8 us	12	| 
< 183.1 us	9	| 
< 186.4 us	3	| 
< 189.6 us	4	| 
< 192.9 us	5	| 
<       +∞	442	| *
# POLL·4 C1·776 C1E·17429 C3·15372 C6·4217

*** disk: random direct (no kernel cache) 2M-read latency

--- . (ext4 /dev/sda1) ioping statistics ---
349 requests completed in 2.99 s, 698 MiB read, 116 iops, 233.4 MiB/s
generated 350 requests in 3.00 s, 700 MiB, 116 iops, 233.3 MiB/s
min/avg/max/mdev = 8.19 ms / 8.57 ms / 9.46 ms / 133.0 us
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-min 1 8.19 ms/op
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-avg 1 8.57 ms/op
< 8.37 ms	6	| 
< 8.42 ms	7	| *
< 8.48 ms	31	| ****
< 8.53 ms	52	| *******
< 8.59 ms	51	| *******
< 8.64 ms	52	| *******
< 8.70 ms	22	| ***
< 8.75 ms	16	| **
< 8.81 ms	7	| *
< 8.86 ms	1	| 
< 8.92 ms	0	| 
< 8.97 ms	0	| 
< 9.03 ms	0	| 
< 9.08 ms	2	| 
< 9.14 ms	0	| 
< 9.19 ms	0	| 
< 9.24 ms	0	| 
< 9.30 ms	0	| 
< 9.35 ms	1	| 
< 9.41 ms	0	| 
< 9.46 ms	1	| 
<       +∞	0	| 
# POLL·2 C1·80 C1E·5 C3·441 C6·4104

--- . (ext4 /dev/sda1) ioping statistics ---
391 requests completed in 3.00 s, 782 MiB read, 130 iops, 261.1 MiB/s
generated 392 requests in 3.00 s, 784 MiB, 130 iops, 260.9 MiB/s
min/avg/max/mdev = 7.47 ms / 7.66 ms / 8.74 ms / 123.7 us
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-min 1 7.47 ms/op
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-avg 1 7.66 ms/op
< 7.56 ms	10	| *
< 7.61 ms	62	| *******
< 7.65 ms	124	| ***************
< 7.70 ms	8	| *
< 7.74 ms	77	| *********
< 7.79 ms	3	| 
< 7.84 ms	1	| 
< 7.88 ms	0	| 
< 7.93 ms	0	| 
< 7.97 ms	0	| 
< 8.02 ms	1	| 
< 8.07 ms	0	| 
< 8.11 ms	0	| 
< 8.16 ms	0	| 
< 8.20 ms	2	| 
< 8.25 ms	0	| 
< 8.30 ms	0	| 
< 8.34 ms	2	| 
< 8.39 ms	0	| 
< 8.43 ms	0	| 
< 8.48 ms	0	| 
<       +∞	1	| 
# POLL·3 C1·108 C1E·1 C3·662 C6·1789

--- . (ext4 /dev/sda1) ioping statistics ---
391 requests completed in 3.00 s, 782 MiB read, 130 iops, 260.9 MiB/s
generated 392 requests in 3.01 s, 784 MiB, 130 iops, 260.7 MiB/s
min/avg/max/mdev = 7.47 ms / 7.67 ms / 8.74 ms / 139.9 us
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-min 1 7.47 ms/op
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-avg 1 7.67 ms/op
< 7.47 ms	1	| 
< 7.52 ms	0	| 
< 7.56 ms	17	| **
< 7.61 ms	64	| ********
< 7.65 ms	112	| **************
< 7.70 ms	24	| ***
< 7.74 ms	47	| ******
< 7.79 ms	17	| **
< 7.83 ms	1	| 
< 7.88 ms	0	| 
< 7.92 ms	0	| 
< 7.97 ms	0	| 
< 8.01 ms	0	| 
< 8.06 ms	1	| 
< 8.10 ms	0	| 
< 8.15 ms	1	| 
< 8.19 ms	0	| 
< 8.24 ms	1	| 
< 8.28 ms	0	| 
< 8.33 ms	0	| 
< 8.37 ms	0	| 
<       +∞	5	| 
# POLL·5 C1·86 C1E·2 C3·566 C6·1777

--- . (ext4 /dev/sda1) ioping statistics ---
386 requests completed in 2.99 s, 772 MiB read, 128 iops, 257.8 MiB/s
generated 387 requests in 3.00 s, 774 MiB, 128 iops, 257.7 MiB/s
min/avg/max/mdev = 7.59 ms / 7.76 ms / 8.83 ms / 122.1 us
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-min 1 7.59 ms/op
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-avg 1 7.76 ms/op
< 7.60 ms	5	| 
< 7.64 ms	26	| ***
< 7.67 ms	37	| ****
< 7.71 ms	31	| ****
< 7.75 ms	39	| *****
< 7.79 ms	59	| *******
< 7.83 ms	37	| ****
< 7.86 ms	26	| ***
< 7.90 ms	18	| **
< 7.94 ms	1	| 
< 7.98 ms	0	| 
< 8.01 ms	1	| 
< 8.05 ms	2	| 
< 8.09 ms	1	| 
< 8.13 ms	0	| 
< 8.17 ms	0	| 
< 8.20 ms	0	| 
< 8.24 ms	0	| 
< 8.28 ms	1	| 
< 8.32 ms	0	| 
< 8.35 ms	0	| 
<       +∞	2	| 
# POLL·1 C1·108 C1E·3 C3·1154 C6·1448

--- . (ext4 /dev/sda1) ioping statistics ---
391 requests completed in 2.99 s, 782 MiB read, 130 iops, 261.3 MiB/s
generated 392 requests in 3.00 s, 784 MiB, 130 iops, 261.2 MiB/s
min/avg/max/mdev = 7.55 ms / 7.65 ms / 9.39 ms / 137.5 us
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-min 1 7.55 ms/op
Benchmarkz6001-COMP-2784/disk/randread/direct/2M-avg 1 7.65 ms/op
< 7.56 ms	2	| 
< 7.61 ms	99	| ************
< 7.67 ms	107	| *************
< 7.73 ms	31	| ***
< 7.78 ms	46	| *****
< 7.84 ms	1	| 
< 7.89 ms	1	| 
< 7.95 ms	0	| 
< 8.00 ms	0	| 
< 8.06 ms	0	| 
< 8.11 ms	0	| 
< 8.17 ms	1	| 
< 8.22 ms	0	| 
< 8.28 ms	1	| 
< 8.33 ms	0	| 
< 8.39 ms	0	| 
< 8.44 ms	0	| 
< 8.50 ms	0	| 
< 8.55 ms	0	| 
< 8.61 ms	1	| 
< 8.67 ms	0	| 
<       +∞	1	| 
# POLL·4 C1·88 C1E·9 C3·1462 C6·1629

*** disk: random cached 4K-read latency

--- . (ext4 /dev/sda1) ioping statistics ---
2.24 M requests completed in 2.82 s, 8.55 GiB read, 795.8 k iops, 3.04 GiB/s
generated 2.24 M requests in 3.00 s, 8.55 GiB, 747.0 k iops, 2.85 GiB/s
min/avg/max/mdev = 793 ns / 1.26 us / 70.4 us / 244 ns
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-min 1 793 ns/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-avg 1 1.26 us/op
< 1.05 us	17418	| 
< 1.25 us	1157115	| *************************
< 1.45 us	987950	| **********************
< 1.65 us	74161	| *
< 1.86 us	3353	| 
< 2.06 us	193	| 
< 2.26 us	22	| 
< 2.46 us	7	| 
< 2.67 us	2	| 
< 2.87 us	3	| 
< 3.07 us	1	| 
< 3.27 us	2	| 
< 3.48 us	4	| 
< 3.68 us	1	| 
< 3.88 us	0	| 
< 4.08 us	0	| 
< 4.29 us	0	| 
< 4.49 us	0	| 
< 4.69 us	0	| 
< 4.89 us	0	| 
< 5.10 us	0	| 
<       +∞	714	| 
# POLL·1 C1·82 C1E·1 C3·15 C6·632

--- . (ext4 /dev/sda1) ioping statistics ---
1.81 M requests completed in 2.85 s, 6.92 GiB read, 636.7 k iops, 2.43 GiB/s
generated 1.81 M requests in 3.00 s, 6.92 GiB, 604.8 k iops, 2.31 GiB/s
min/avg/max/mdev = 831 ns / 1.57 us / 39.1 us / 319 ns
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-min 1 831 ns/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-avg 1 1.57 us/op
< 1.45 us	387172	| **********
< 1.66 us	1070638	| *****************************
< 1.87 us	322186	| ********
< 2.08 us	31616	| 
< 2.28 us	1738	| 
< 2.49 us	121	| 
< 2.70 us	13	| 
< 2.91 us	8	| 
< 3.12 us	4	| 
< 3.32 us	3	| 
< 3.53 us	1	| 
< 3.74 us	1	| 
< 3.95 us	1	| 
< 4.16 us	0	| 
< 4.37 us	0	| 
< 4.57 us	0	| 
< 4.78 us	0	| 
< 4.99 us	0	| 
< 5.20 us	0	| 
< 5.41 us	0	| 
< 5.61 us	0	| 
<       +∞	711	| 
# POLL·2 C1·85 C1E·3 C3·15 C6·845

--- . (ext4 /dev/sda1) ioping statistics ---
1.86 M requests completed in 2.85 s, 7.10 GiB read, 653.5 k iops, 2.49 GiB/s
generated 1.86 M requests in 3.00 s, 7.10 GiB, 620.1 k iops, 2.37 GiB/s
min/avg/max/mdev = 807 ns / 1.53 us / 74.7 us / 333 ns
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-min 1 807 ns/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-avg 1 1.53 us/op
< 1.40 us	336873	| *********
< 1.59 us	1018556	| ***************************
< 1.77 us	434823	| ***********
< 1.96 us	64410	| *
< 2.15 us	4420	| 
< 2.34 us	340	| 
< 2.52 us	27	| 
< 2.71 us	5	| 
< 2.90 us	3	| 
< 3.09 us	4	| 
< 3.28 us	0	| 
< 3.46 us	2	| 
< 3.65 us	3	| 
< 3.84 us	1	| 
< 4.03 us	1	| 
< 4.21 us	0	| 
< 4.40 us	2	| 
< 4.59 us	1	| 
< 4.78 us	1	| 
< 4.96 us	1	| 
< 5.15 us	0	| 
<       +∞	729	| 
# POLL·2 C1·97 C1E·1 C3·15 C6·659

--- . (ext4 /dev/sda1) ioping statistics ---
1.86 M requests completed in 2.85 s, 7.09 GiB read, 653.7 k iops, 2.49 GiB/s
generated 1.86 M requests in 3.00 s, 7.09 GiB, 620.0 k iops, 2.36 GiB/s
min/avg/max/mdev = 809 ns / 1.53 us / 71.3 us / 320 ns
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-min 1 809 ns/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-avg 1 1.53 us/op
< 1.37 us	195036	| *****
< 1.82 us	1625507	| *******************************************
< 2.27 us	38409	| *
< 2.73 us	88	| 
< 3.18 us	8	| 
< 3.63 us	9	| 
< 4.08 us	3	| 
< 4.54 us	0	| 
< 4.99 us	1	| 
< 5.44 us	0	| 
< 5.89 us	0	| 
< 6.35 us	0	| 
< 6.80 us	0	| 
< 7.25 us	0	| 
< 7.71 us	0	| 
< 8.16 us	0	| 
< 8.61 us	0	| 
< 9.06 us	0	| 
< 9.52 us	2	| 
< 9.97 us	1	| 
< 10.4 us	2	| 
<       +∞	714	| 
# POLL·2 C1·100 C1E·1 C3·10 C6·849

--- . (ext4 /dev/sda1) ioping statistics ---
1.85 M requests completed in 2.85 s, 7.05 GiB read, 648.8 k iops, 2.48 GiB/s
generated 1.85 M requests in 3.00 s, 7.05 GiB, 615.7 k iops, 2.35 GiB/s
min/avg/max/mdev = 808 ns / 1.54 us / 76.7 us / 329 ns
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-min 1 808 ns/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/4K-avg 1 1.54 us/op
< 1.43 us	422081	| ***********
< 1.97 us	1418609	| **************************************
< 2.51 us	5472	| 
< 3.04 us	24	| 
< 3.58 us	4	| 
< 4.12 us	2	| 
< 4.66 us	0	| 
< 5.19 us	0	| 
< 5.73 us	0	| 
< 6.27 us	0	| 
< 6.80 us	0	| 
< 7.34 us	0	| 
< 7.88 us	0	| 
< 8.42 us	0	| 
< 8.95 us	0	| 
< 9.49 us	1	| 
< 10.0 us	2	| 
< 10.6 us	4	| 
< 11.1 us	1	| 
< 11.6 us	0	| 
< 12.2 us	2	| 
<       +∞	705	| 
# POLL·2 C1·81 C1E·11 C3·16 C6·838

*** disk: random cached 2M-read latency

--- . (ext4 /dev/sda1) ioping statistics ---
6.78 k requests completed in 3.00 s, 13.2 GiB read, 2.26 k iops, 4.42 GiB/s
generated 6.78 k requests in 3.00 s, 13.2 GiB, 2.26 k iops, 4.41 GiB/s
min/avg/max/mdev = 236.7 us / 442.3 us / 523.7 us / 20.7 us
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-min 1 236.7 us/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-avg 1 442.3 us/op
< 437.8 us	207	| *
< 440.6 us	2132	| ***************
< 443.4 us	2797	| ********************
< 446.2 us	596	| ****
< 449.1 us	83	| 
< 451.9 us	37	| 
< 454.7 us	14	| 
< 457.5 us	53	| 
< 460.4 us	78	| 
< 463.2 us	152	| *
< 466.0 us	189	| *
< 468.8 us	183	| *
< 471.7 us	94	| 
< 474.5 us	35	| 
< 477.3 us	8	| 
< 480.1 us	3	| 
< 483.0 us	1	| 
< 485.8 us	3	| 
< 488.6 us	1	| 
< 491.4 us	0	| 
< 494.3 us	2	| 
<       +∞	10	| 
# POLL·0 C1·96 C1E·2 C3·24 C6·8041

--- . (ext4 /dev/sda1) ioping statistics ---
8.50 k requests completed in 3.00 s, 16.6 GiB read, 2.84 k iops, 5.54 GiB/s
generated 8.50 k requests in 3.00 s, 16.6 GiB, 2.83 k iops, 5.54 GiB/s
min/avg/max/mdev = 237.3 us / 352.6 us / 435.7 us / 12.1 us
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-min 1 237.3 us/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-avg 1 352.6 us/op
< 237.5 us	9	| 
< 246.4 us	38	| 
< 255.3 us	13	| 
< 264.3 us	7	| 
< 273.2 us	2	| 
< 282.2 us	0	| 
< 291.1 us	6	| 
< 300.0 us	5	| 
< 309.0 us	3	| 
< 317.9 us	7	| 
< 326.8 us	7	| 
< 335.8 us	1	| 
< 344.7 us	42	| 
< 353.7 us	6202	| ************************************
< 362.6 us	1229	| *******
< 371.5 us	644	| ***
< 380.5 us	160	| 
< 389.4 us	15	| 
< 398.3 us	7	| 
< 407.3 us	3	| 
< 416.2 us	1	| 
<       +∞	1	| 
# POLL·0 C1·88 C1E·4 C3·25 C6·4513

--- . (ext4 /dev/sda1) ioping statistics ---
6.77 k requests completed in 3.00 s, 13.2 GiB read, 2.26 k iops, 4.41 GiB/s
generated 6.77 k requests in 3.00 s, 13.2 GiB, 2.26 k iops, 4.41 GiB/s
min/avg/max/mdev = 237.2 us / 442.9 us / 529.4 us / 21.1 us
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-min 1 237.2 us/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-avg 1 442.9 us/op
< 237.5 us	3	| 
< 252.1 us	27	| 
< 266.6 us	7	| 
< 281.2 us	9	| 
< 295.8 us	11	| 
< 310.4 us	2	| 
< 325.0 us	2	| 
< 339.6 us	5	| 
< 354.2 us	2	| 
< 368.8 us	9	| 
< 383.4 us	4	| 
< 398.0 us	7	| 
< 412.6 us	5	| 
< 427.2 us	8	| 
< 441.8 us	3690	| ***************************
< 456.4 us	2066	| ***************
< 471.0 us	604	| ****
< 485.6 us	175	| *
< 500.2 us	16	| 
< 514.8 us	17	| 
< 529.4 us	1	| 
<       +∞	0	| 
# POLL·0 C1·86 C1E·1 C3·17 C6·10645

--- . (ext4 /dev/sda1) ioping statistics ---
6.79 k requests completed in 3.00 s, 13.3 GiB read, 2.26 k iops, 4.42 GiB/s
generated 6.79 k requests in 3.00 s, 13.3 GiB, 2.26 k iops, 4.42 GiB/s
min/avg/max/mdev = 236.8 us / 441.8 us / 535.2 us / 18.7 us
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-min 1 236.8 us/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-avg 1 441.8 us/op
< 238.0 us	18	| 
< 249.8 us	9	| 
< 261.6 us	1	| 
< 273.4 us	7	| 
< 285.2 us	1	| 
< 297.0 us	6	| 
< 308.8 us	1	| 
< 320.6 us	3	| 
< 332.4 us	4	| 
< 344.2 us	0	| 
< 356.0 us	6	| 
< 367.8 us	4	| 
< 379.6 us	3	| 
< 391.4 us	2	| 
< 403.2 us	1	| 
< 415.0 us	4	| 
< 426.8 us	8	| 
< 438.6 us	1300	| *********
< 450.4 us	4477	| ********************************
< 462.2 us	240	| *
< 474.1 us	559	| ****
<       +∞	32	| 
# POLL·2 C1·86 C1E·3 C3·36 C6·10785

--- . (ext4 /dev/sda1) ioping statistics ---
8.50 k requests completed in 3.00 s, 16.6 GiB read, 2.83 k iops, 5.54 GiB/s
generated 8.50 k requests in 3.00 s, 16.6 GiB, 2.83 k iops, 5.53 GiB/s
min/avg/max/mdev = 237.1 us / 352.8 us / 410.1 us / 11.1 us
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-min 1 237.1 us/op
Benchmarkz6001-COMP-2784/disk/randread/pagecache/2M-avg 1 352.8 us/op
< 237.9 us	25	| 
< 246.4 us	16	| 
< 254.9 us	9	| 
< 263.4 us	5	| 
< 272.0 us	1	| 
< 280.5 us	2	| 
< 289.0 us	0	| 
< 297.5 us	6	| 
< 306.0 us	2	| 
< 314.6 us	5	| 
< 323.1 us	1	| 
< 331.6 us	7	| 
< 340.1 us	12	| 
< 348.7 us	107	| 
< 357.2 us	7179	| ******************************************
< 365.7 us	470	| **
< 374.2 us	464	| **
< 382.7 us	67	| 
< 391.3 us	13	| 
< 399.8 us	4	| 
< 408.3 us	0	| 
<       +∞	1	| 
# POLL·4 C1·97 C1E·1 C3·28 C6·9538

dataset:	wczblk1-8

*** generating fs1 data...
I: RAM:  31.39GB
I: WORK: 0.01GB
gen signal t=0...1.05e+06  float64  (= 0.01GB) 
gen signal blk [0:1048576]  (100.0%)
VIRT: 940 MB	RSS: 46MB

*** generating sqlite data...
I: RAM:  31.39GB
I: WORK: 0.01GB
gen signal t=0...1.05e+06  float64  (= 0.01GB) 
gen signal blk [0:1048576]  (100.0%)
VIRT: 1185 MB	RSS: 56MB
2018-02-28 11:21:02.7973 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** generating sql data...
2018-02-28 11:21:02 139993279790464 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24270 ...
2018-02-28 11:21:06 140497171258752 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24299 ...
2018-02-28 11:21:09 140511245344128 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24328 ...
2018-02-28 11:21:12 140712712863104 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24355 ...
I: RAM:  31.39GB
I: WORK: 0.01GB
gen signal t=0...1.05e+06  float64  (= 0.01GB) 
gen signal blk [0:1048576]  (100.0%)
VIRT: 1186 MB	RSS: 57MB
2018-02-28 11:21:16.6052 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** FileStorage
Benchmarkz6001-COMP-2784/fs1/zhash.py 2127 37.5 µs/object	# crc32:14640593  nread=8540363  t=0.080s	# POLL·3 C1·77 C1E·1 C3·11 C6·555
Benchmarkz6001-COMP-2784/fs1/zhash.py 2127 37.6 µs/object	# crc32:14640593  nread=8540363  t=0.080s	# POLL·1 C1·107 C1E·1 C3·13 C6·601
Benchmarkz6001-COMP-2784/fs1/zhash.py 2127 37.7 µs/object	# crc32:14640593  nread=8540363  t=0.080s	# POLL·0 C1·99 C1E·1 C3·20 C6·562
Benchmarkz6001-COMP-2784/fs1/zhash.py 2127 38.0 µs/object	# crc32:14640593  nread=8540363  t=0.081s	# POLL·0 C1·79 C1E·5 C3·24 C6·576
Benchmarkz6001-COMP-2784/fs1/zhash.py 2127 37.2 µs/object	# crc32:14640593  nread=8540363  t=0.079s	# POLL·0 C1·91 C1E·5 C3·19 C6·559

Benchmarkz6001-COMP-2784/fs1/zhash.go 2127 5.9 µs/object	# crc32:14640593  nread=8540363  t=12.620366ms	# POLL·2 C1·89 C1E·62 C3·27 C6·304
Benchmarkz6001-COMP-2784/fs1/zhash.go 2127 6.0 µs/object	# crc32:14640593  nread=8540363  t=12.771289ms	# POLL·0 C1·97 C1E·62 C3·28 C6·267
Benchmarkz6001-COMP-2784/fs1/zhash.go 2127 6.0 µs/object	# crc32:14640593  nread=8540363  t=12.741977ms	# POLL·0 C1·79 C1E·59 C3·38 C6·255
Benchmarkz6001-COMP-2784/fs1/zhash.go 2127 6.0 µs/object	# crc32:14640593  nread=8540363  t=12.69125ms	# POLL·2 C1·110 C1E·58 C3·29 C6·287
Benchmarkz6001-COMP-2784/fs1/zhash.go 2127 6.0 µs/object	# crc32:14640593  nread=8540363  t=12.741192ms	# POLL·0 C1·86 C1E·61 C3·33 C6·263
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 2127 8.2 µs/object	# crc32:14640593  nread=8540363  t=17.397055ms	# POLL·2 C1·303 C1E·305 C3·260 C6·527
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 2127 8.4 µs/object	# crc32:14640593  nread=8540363  t=17.981126ms	# POLL·1 C1·227 C1E·277 C3·327 C6·488
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 2127 8.1 µs/object	# crc32:14640593  nread=8540363  t=17.166016ms	# POLL·2 C1·291 C1E·313 C3·284 C6·426
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 2127 7.8 µs/object	# crc32:14640593  nread=8540363  t=16.512319ms	# POLL·0 C1·355 C1E·264 C3·202 C6·454
Benchmarkz6001-COMP-2784/fs1/zhash.go+prefetch128 2127 8.0 µs/object	# crc32:14640593  nread=8540363  t=16.935333ms	# POLL·4 C1·277 C1E·274 C3·254 C6·458

# 1 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 300000	232895.8 req/s  4.294 latency-µs/object	# POLL·2 C1·130 C1E·133 C3·95 C6·1081
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 300000	230450.5 req/s  4.339 latency-µs/object	# POLL·5 C1·139 C1E·100 C3·69 C6·1063
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 300000	231029.4 req/s  4.328 latency-µs/object	# POLL·4 C1·145 C1E·82 C3·54 C6·963
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 300000	230512.0 req/s  4.338 latency-µs/object	# POLL·7 C1·169 C1E·102 C3·67 C6·902
Benchmarkz6001-COMP-2784/fs1/zwrk.go-1 300000	232508.5 req/s  4.301 latency-µs/object	# POLL·5 C1·145 C1E·79 C3·53 C6·921

# 2 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	430818.5 req/s  4.642 latency-µs/object	# POLL·7 C1·136 C1E·80 C3·89 C6·1219
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	445043.3 req/s  4.494 latency-µs/object	# POLL·6 C1·137 C1E·149 C3·82 C6·1185
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	450875.4 req/s  4.436 latency-µs/object	# POLL·2 C1·123 C1E·82 C3·68 C6·1184
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	423986.4 req/s  4.717 latency-µs/object	# POLL·2 C1·161 C1E·87 C3·74 C6·1083
Benchmarkz6001-COMP-2784/fs1/zwrk.go-2 1000000	434755.7 req/s  4.600 latency-µs/object	# POLL·4 C1·156 C1E·79 C3·55 C6·1298

# 4 clients in parallel
Benchmarkz6001-COMP-2784/fs1/zwrk.go-4 1000000	890612.1 req/s  4.491 latency-µs/object	# POLL·1 C1·175 C1E·118 C3·74 C6·1465
