>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 13:41:28 +0100
xnode:	test@neo1.kirr.nexedi.com (2001:67c:1254:e:d4::1 (+ 1·ipv6) 192.168.102.20)
uname:	Linux neo1 4.12.0-2-amd64 #1 SMP Debian 4.12.13-1 (2017-09-19) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7 CPU         860  @ 2.80GHz
cpu/[0-7]/freq: acpi-cpufreq/performance [2.80GHz - 2.80GHz]
cpu/[0-7]/idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
WARNING: cpu: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
disk/sda: INTEL SSDSA2M080  rev 02HD 74.5G
nic/eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 03
nic/eth0/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth0/coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth0: TSO not enabled - TCP latency with packets > MSS will be poor
WARNING: nic/eth0: RX coalesce latency is max 200μs - that will add to networked request-reply latency
sw/python:          Python 2.7.14+
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8-1589-g7c21fb9
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** cpu:

node:	neo1
cluster:
Benchmarkpystone 1 106105 pystone/s	# POLL·0 C1·1 C1E·1 C3·25 C6·256
Benchmarkpystone 1 106135 pystone/s	# POLL·0 C1·8 C1E·0 C3·37 C6·187
Benchmarkpystone 1 106913 pystone/s	# POLL·0 C1·7 C1E·6 C3·36 C6·285
Benchmarkpystone 1 106176 pystone/s	# POLL·0 C1·5 C1E·1 C3·21 C6·197
Benchmarkpystone 1 105523 pystone/s	# POLL·0 C1·13 C1E·0 C3·32 C6·218
< 10.2 ms	0	| 
< 10.4 ms	0	| 
< 10.6 ms	0	| 
< 10.8 ms	0	| 
< 11.0 ms	0	| 
< 11.2 ms	37	| *****
< 11.4 ms	43	| ******
< 11.6 ms	16	| **
< 11.8 ms	8	| *
<       +∞	1	| 
# POLL·1 C1·10 C1E·3 C3·961 C6·1070

--- . (ext4 /dev/sda1) ioping statistics ---
291 requests completed in 3.00 s, 582 MiB read, 97 iops, 194.2 MiB/s
generated 292 requests in 3.01 s, 584 MiB, 97 iops, 194.2 MiB/s
min/avg/max/mdev = 7.88 ms / 10.3 ms / 13.6 ms / 2.35 ms
Benchmarkdisk/randread/direct/2M-min 1 7.88 ms/op
Benchmarkdisk/randread/direct/2M-avg 1 10.3 ms/op
< 7.88 ms	2	| 
< 8.16 ms	90	| ***************
< 8.44 ms	0	| 
< 8.72 ms	1	| 
< 9.00 ms	1	| 
< 9.28 ms	2	| 
< 9.56 ms	0	| 
< 9.84 ms	0	| 
< 10.1 ms	0	| 
< 10.4 ms	0	| 
< 10.7 ms	0	| 
< 11.0 ms	0	| 
< 11.2 ms	0	| 
< 11.5 ms	0	| 
< 11.8 ms	0	| 
< 12.1 ms	0	| 
< 12.3 ms	9	| *
< 12.6 ms	41	| *******
< 12.9 ms	33	| *****
< 13.2 ms	9	| *
< 13.5 ms	2	| 
<       +∞	1	| 
# POLL·0 C1·17 C1E·5 C3·649 C6·1553

--- . (ext4 /dev/sda1) ioping statistics ---
292 requests completed in 3.00 s, 584 MiB read, 97 iops, 194.5 MiB/s
generated 293 requests in 3.01 s, 586 MiB, 97 iops, 194.6 MiB/s
min/avg/max/mdev = 7.70 ms / 10.3 ms / 13.4 ms / 2.35 ms
Benchmarkdisk/randread/direct/2M-min 1 7.70 ms/op
Benchmarkdisk/randread/direct/2M-avg 1 10.3 ms/op
< 7.70 ms	0	| 
< 7.98 ms	91	| ***************
< 8.27 ms	4	| 
< 8.55 ms	0	| 
< 8.84 ms	0	| 
< 9.12 ms	2	| 
< 9.41 ms	0	| 
< 9.69 ms	0	| 
< 9.98 ms	0	| 
< 10.3 ms	0	| 
< 10.6 ms	0	| 
< 10.8 ms	0	| 
< 11.1 ms	0	| 
< 11.4 ms	0	| 
< 11.7 ms	0	| 
< 12.0 ms	0	| 
< 12.3 ms	0	| 
< 12.5 ms	21	| ***
< 12.8 ms	55	| *********
< 13.1 ms	18	| ***
< 13.4 ms	1	| 
<       +∞	0	| 
# POLL·0 C1·1 C1E·1 C3·600 C6·1507

--- . (ext4 /dev/sda1) ioping statistics ---
311 requests completed in 3.00 s, 622 MiB read, 103 iops, 207.5 MiB/s
generated 312 requests in 3.01 s, 624 MiB, 103 iops, 207.5 MiB/s
min/avg/max/mdev = 7.71 ms / 9.64 ms / 11.8 ms / 1.71 ms
Benchmarkdisk/randread/direct/2M-min 1 7.71 ms/op
Benchmarkdisk/randread/direct/2M-avg 1 9.64 ms/op
< 7.71 ms	0	| 
< 7.91 ms	32	| *****
< 8.11 ms	72	| ***********
< 8.31 ms	0	| 
< 8.51 ms	1	| 
< 8.71 ms	0	| 
< 8.91 ms	0	| 
< 9.11 ms	1	| 
< 9.31 ms	0	| 
< 9.51 ms	0	| 
< 9.71 ms	0	| 
< 9.91 ms	0	| 
< 10.1 ms	0	| 
< 10.3 ms	0	| 
< 10.5 ms	0	| 
< 10.7 ms	0	| 
< 10.9 ms	0	| 
< 11.1 ms	0	| 
< 11.3 ms	42	| ******
< 11.5 ms	51	| ********
< 11.7 ms	9	| *
<       +∞	3	| 
# POLL·1 C1·24 C1E·2 C3·946 C6·1050

--- . (ext4 /dev/sda1) ioping statistics ---
311 requests completed in 3.00 s, 622 MiB read, 103 iops, 207.4 MiB/s
generated 312 requests in 3.01 s, 624 MiB, 103 iops, 207.4 MiB/s
min/avg/max/mdev = 7.84 ms / 9.64 ms / 12.7 ms / 1.74 ms
Benchmarkdisk/randread/direct/2M-min 1 7.84 ms/op
Benchmarkdisk/randread/direct/2M-avg 1 9.64 ms/op
< 7.84 ms	0	| 
< 8.08 ms	105	| ****************
< 8.32 ms	0	| 
< 8.56 ms	0	| 
< 8.80 ms	1	| 
< 9.04 ms	0	| 
< 9.29 ms	0	| 
< 9.53 ms	0	| 
< 9.77 ms	0	| 
< 10.0 ms	0	| 
< 10.2 ms	0	| 
< 10.5 ms	0	| 
< 10.7 ms	0	| 
< 11.0 ms	0	| 
< 11.2 ms	24	| ***
< 11.5 ms	52	| ********
< 11.7 ms	21	| ***
< 11.9 ms	6	| 
< 12.2 ms	0	| 
< 12.4 ms	2	| 
< 12.7 ms	0	| 
<       +∞	0	| 
# POLL·0 C1·25 C1E·7 C3·883 C6·1204

*** disk: random cached 4K-read latency

--- . (ext4 /dev/sda1) ioping statistics ---
3.43 M requests completed in 2.76 s, 13.1 GiB read, 1.25 M iops, 4.75 GiB/s
generated 3.43 M requests in 3.00 s, 13.1 GiB, 1.14 M iops, 4.37 GiB/s
min/avg/max/mdev = 386 ns / 803 ns / 160.5 us / 405 ns
Benchmarkdisk/randread/pagecache/4K-min 1 386 ns/op
Benchmarkdisk/randread/pagecache/4K-avg 1 803 ns/op
< 854 ns	2945304	| ******************************************
< 1.05 us	478360	| ******
< 1.24 us	8834	| 
< 1.43 us	168	| 
< 1.62 us	40	| 
< 1.81 us	21	| 
< 2.01 us	16	| 
< 2.20 us	5	| 
< 2.39 us	0	| 
< 2.58 us	2	| 
< 2.78 us	0	| 
< 2.97 us	3	| 
< 3.16 us	4	| 
< 3.35 us	7	| 
< 3.54 us	0	| 
< 3.74 us	1	| 
< 3.93 us	0	| 
< 4.12 us	1	| 
< 4.31 us	0	| 
< 4.50 us	1	| 
< 4.70 us	1	| 
<       +∞	730	| 
# POLL·0 C1·5 C1E·0 C3·25 C6·468

--- . (ext4 /dev/sda1) ioping statistics ---
3.45 M requests completed in 2.77 s, 13.2 GiB read, 1.25 M iops, 4.75 GiB/s
generated 3.45 M requests in 3.00 s, 13.2 GiB, 1.15 M iops, 4.39 GiB/s
min/avg/max/mdev = 393 ns / 802 ns / 177.4 us / 451 ns
Benchmarkdisk/randread/pagecache/4K-min 1 393 ns/op
Benchmarkdisk/randread/pagecache/4K-avg 1 802 ns/op
< 970 ns	3394285	| *************************************************
< 1.15 us	51785	| 
< 1.33 us	1612	| 
< 1.51 us	204	| 
< 1.70 us	39	| 
< 1.88 us	30	| 
< 2.06 us	16	| 
< 2.24 us	7	| 
< 2.42 us	1	| 
< 2.60 us	3	| 
< 2.78 us	3	| 
< 2.96 us	5	| 
< 3.15 us	13	| 
< 3.33 us	3	| 
< 3.51 us	1	| 
< 3.69 us	0	| 
< 3.87 us	1	| 
< 4.05 us	2	| 
< 4.24 us	0	| 
< 4.42 us	1	| 
< 4.60 us	0	| 
<       +∞	714	| 
# POLL·0 C1·10 C1E·2 C3·23 C6·634

--- . (ext4 /dev/sda1) ioping statistics ---
3.38 M requests completed in 2.71 s, 12.9 GiB read, 1.25 M iops, 4.76 GiB/s
generated 3.38 M requests in 3.00 s, 12.9 GiB, 1.13 M iops, 4.30 GiB/s
min/avg/max/mdev = 392 ns / 801 ns / 149.6 us / 398 ns
Benchmarkdisk/randread/pagecache/4K-min 1 392 ns/op
Benchmarkdisk/randread/pagecache/4K-avg 1 801 ns/op
< 733 ns	450208	| ******
< 760 ns	404144	| *****
< 788 ns	595646	| ********
< 816 ns	793802	| ***********
< 844 ns	572788	| ********
< 872 ns	242833	| ***
< 900 ns	128458	| *
< 928 ns	78775	| *
< 956 ns	47446	| 
< 984 ns	30260	| 
< 1.01 us	17197	| 
< 1.04 us	8882	| 
< 1.07 us	4582	| 
< 1.10 us	2315	| 
< 1.12 us	1212	| 
< 1.15 us	614	| 
< 1.18 us	334	| 
< 1.21 us	183	| 
< 1.24 us	82	| 
< 1.26 us	65	| 
< 1.29 us	32	| 
<       +∞	863	| 
# POLL·0 C1·39 C1E·3 C3·14 C6·462

--- . (ext4 /dev/sda1) ioping statistics ---
3.39 M requests completed in 2.71 s, 12.9 GiB read, 1.25 M iops, 4.76 GiB/s
generated 3.39 M requests in 3.00 s, 12.9 GiB, 1.13 M iops, 4.31 GiB/s
min/avg/max/mdev = 390 ns / 800 ns / 144.6 us / 325 ns
Benchmarkdisk/randread/pagecache/4K-min 1 390 ns/op
Benchmarkdisk/randread/pagecache/4K-avg 1 800 ns/op
< 770 ns	1043689	| ***************
< 962 ns	2282678	| *********************************
< 1.15 us	59566	| 
< 1.35 us	1543	| 
< 1.54 us	198	| 
< 1.73 us	40	| 
< 1.92 us	14	| 
< 2.11 us	10	| 
< 2.31 us	9	| 
< 2.50 us	3	| 
< 2.69 us	0	| 
< 2.88 us	3	| 
< 3.07 us	2	| 
< 3.27 us	5	| 
< 3.46 us	1	| 
< 3.65 us	0	| 
< 3.84 us	0	| 
< 4.03 us	0	| 
< 4.23 us	0	| 
< 4.42 us	2	| 
< 4.61 us	2	| 
<       +∞	763	| 
# POLL·0 C1·3 C1E·1 C3·26 C6·419

--- . (ext4 /dev/sda1) ioping statistics ---
3.39 M requests completed in 2.71 s, 12.9 GiB read, 1.25 M iops, 4.77 GiB/s
generated 3.39 M requests in 3.00 s, 12.9 GiB, 1.13 M iops, 4.31 GiB/s
min/avg/max/mdev = 391 ns / 799 ns / 111.9 us / 236 ns
Benchmarkdisk/randread/pagecache/4K-min 1 391 ns/op
Benchmarkdisk/randread/pagecache/4K-avg 1 799 ns/op
< 631 ns	19334	| 
< 663 ns	16589	| 
< 695 ns	75349	| *
< 727 ns	299596	| ****
< 760 ns	466005	| ******
< 792 ns	704624	| **********
< 824 ns	907245	| *************
< 857 ns	485610	| *******
< 889 ns	185156	| **
< 921 ns	103807	| *
< 954 ns	58310	| 
< 986 ns	34774	| 
< 1.02 us	18214	| 
< 1.05 us	8250	| 
< 1.08 us	4084	| 
< 1.11 us	1914	| 
< 1.15 us	929	| 
< 1.18 us	463	| 
< 1.21 us	207	| 
< 1.24 us	110	| 
< 1.28 us	67	| 
<       +∞	951	| 
# POLL·0 C1·11 C1E·5 C3·24 C6·709

*** disk: random cached 2M-read latency

--- . (ext4 /dev/sda1) ioping statistics ---
9.53 k requests completed in 3.00 s, 18.6 GiB read, 3.18 k iops, 6.21 GiB/s
generated 9.53 k requests in 3.00 s, 18.6 GiB, 3.18 k iops, 6.20 GiB/s
min/avg/max/mdev = 218.7 us / 314.6 us / 529.0 us / 27.4 us
Benchmarkdisk/randread/pagecache/2M-min 1 218.7 us/op
Benchmarkdisk/randread/pagecache/2M-avg 1 314.6 us/op
< 293.7 us	52	| 
< 302.1 us	46	| 
< 310.4 us	7163	| *************************************
< 318.7 us	791	| ****
< 327.1 us	251	| *
< 335.4 us	155	| 
< 343.7 us	118	| 
< 352.1 us	127	| 
< 360.4 us	122	| 
< 368.7 us	105	| 
< 377.0 us	60	| 
< 385.4 us	40	| 
< 393.7 us	17	| 
< 402.0 us	29	| 
< 410.4 us	98	| 
< 418.7 us	56	| 
< 427.0 us	56	| 
< 435.4 us	45	| 
< 443.7 us	13	| 
< 452.0 us	32	| 
< 460.3 us	36	| 
<       +∞	18	| 
# POLL·1 C1·89 C1E·3 C3·48 C6·4378

--- . (ext4 /dev/sda1) ioping statistics ---
9.64 k requests completed in 3.00 s, 18.8 GiB read, 3.22 k iops, 6.28 GiB/s
generated 9.64 k requests in 3.00 s, 18.8 GiB, 3.21 k iops, 6.28 GiB/s
min/avg/max/mdev = 218.9 us / 310.9 us / 2.24 ms / 27.6 us
Benchmarkdisk/randread/pagecache/2M-min 1 218.9 us/op
Benchmarkdisk/randread/pagecache/2M-avg 1 310.9 us/op
< 326.9 us	8767	| *********************************************
< 422.4 us	743	| ***
< 517.8 us	33	| 
< 613.3 us	0	| 
< 708.8 us	0	| 
< 804.2 us	0	| 
< 899.7 us	0	| 
< 995.1 us	0	| 
< 1.09 ms	0	| 
< 1.19 ms	0	| 
< 1.28 ms	0	| 
< 1.38 ms	0	| 
< 1.47 ms	0	| 
< 1.57 ms	0	| 
< 1.66 ms	0	| 
< 1.76 ms	0	| 
< 1.85 ms	0	| 
< 1.95 ms	0	| 
< 2.05 ms	0	| 
< 2.14 ms	0	| 
< 2.24 ms	0	| 
<       +∞	0	| 
# POLL·0 C1·55 C1E·3 C3·58 C6·1498

--- . (ext4 /dev/sda1) ioping statistics ---
9.71 k requests completed in 3.00 s, 19.0 GiB read, 3.24 k iops, 6.33 GiB/s
generated 9.71 k requests in 3.00 s, 19.0 GiB, 3.24 k iops, 6.32 GiB/s
min/avg/max/mdev = 219.1 us / 308.7 us / 498.5 us / 16.2 us
Benchmarkdisk/randread/pagecache/2M-min 1 219.1 us/op
Benchmarkdisk/randread/pagecache/2M-avg 1 308.7 us/op
< 302.3 us	170	| 
< 310.7 us	8049	| *****************************************
< 319.1 us	727	| ***
< 327.5 us	203	| *
< 335.9 us	111	| 
< 344.3 us	35	| 
< 352.7 us	44	| 
< 361.1 us	78	| 
< 369.5 us	72	| 
< 377.9 us	9	| 
< 386.3 us	3	| 
< 394.7 us	7	| 
< 403.1 us	31	| 
< 411.5 us	33	| 
< 419.9 us	5	| 
< 428.3 us	9	| 
< 436.7 us	2	| 
< 445.1 us	6	| 
< 453.5 us	8	| 
< 461.9 us	6	| 
< 470.3 us	0	| 
<       +∞	2	| 
# POLL·0 C1·15 C1E·2 C3·36 C6·2389

--- . (ext4 /dev/sda1) ioping statistics ---
9.62 k requests completed in 3.00 s, 18.8 GiB read, 3.21 k iops, 6.26 GiB/s
generated 9.62 k requests in 3.00 s, 18.8 GiB, 3.21 k iops, 6.26 GiB/s
min/avg/max/mdev = 218.8 us / 311.8 us / 479.3 us / 25.3 us
Benchmarkdisk/randread/pagecache/2M-min 1 218.8 us/op
Benchmarkdisk/randread/pagecache/2M-avg 1 311.8 us/op
< 302.3 us	313	| *
< 309.6 us	7519	| ***************************************
< 317.0 us	697	| ***
< 324.3 us	216	| *
< 331.6 us	82	| 
< 338.9 us	35	| 
< 346.2 us	6	| 
< 353.5 us	39	| 
< 360.8 us	54	| 
< 368.2 us	111	| 
< 375.5 us	63	| 
< 382.8 us	20	| 
< 390.1 us	4	| 
< 397.4 us	4	| 
< 404.7 us	28	| 
< 412.0 us	118	| 
< 419.3 us	44	| 
< 426.7 us	52	| 
< 434.0 us	34	| 
< 441.3 us	5	| 
< 448.6 us	29	| 
<       +∞	43	| 
# POLL·0 C1·73 C1E·7 C3·43 C6·5331

--- . (ext4 /dev/sda1) ioping statistics ---
9.54 k requests completed in 3.00 s, 18.6 GiB read, 3.18 k iops, 6.21 GiB/s
generated 9.54 k requests in 3.00 s, 18.6 GiB, 3.18 k iops, 6.21 GiB/s
min/avg/max/mdev = 218.8 us / 314.3 us / 508.0 us / 31.2 us
Benchmarkdisk/randread/pagecache/2M-min 1 218.8 us/op
Benchmarkdisk/randread/pagecache/2M-avg 1 314.3 us/op
< 222.4 us	29	| 
< 234.2 us	2	| 
< 246.0 us	1	| 
< 257.7 us	0	| 
< 269.5 us	4	| 
< 281.3 us	8	| 
< 293.1 us	1	| 
< 304.9 us	4971	| **************************
< 316.7 us	3417	| *****************
< 328.5 us	154	| 
< 340.3 us	39	| 
< 352.1 us	38	| 
< 363.9 us	45	| 
< 375.7 us	95	| 
< 387.5 us	14	| 
< 399.2 us	16	| 
< 411.0 us	232	| *
< 422.8 us	118	| 
< 434.6 us	96	| 
< 446.4 us	36	| 
< 458.2 us	95	| 
<       +∞	28	| 
# POLL·1 C1·142 C1E·2 C3·33 C6·7199

dataset:	wczblk1-8
node:
cluster:	neo1

*** generating fs1 data...
I: RAM:  7.76GB
I: WORK: 0.01GB
gen signal t=0...1.05e+06  float64  (= 0.01GB) 
gen signal blk [0:1048576]  (100.0%)
VIRT: 431 MB	RSS: 48MB

*** generating sqlite data...
I: RAM:  7.76GB
I: WORK: 0.01GB
gen signal t=0...1.05e+06  float64  (= 0.01GB) 
gen signal blk [0:1048576]  (100.0%)
VIRT: 544 MB	RSS: 58MB
2018-03-05 13:47:16.6808 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** generating sql data...
2018-03-05 13:47:16 139654514366400 [Note] /usr/sbin/mysqld (mysqld 10.1.29-MariaDB-6) starting as process 22460 ...
2018-03-05 13:47:21 140318554875840 [Note] /usr/sbin/mysqld (mysqld 10.1.29-MariaDB-6) starting as process 22488 ...
2018-03-05 13:47:24 140423696123840 [Note] /usr/sbin/mysqld (mysqld 10.1.29-MariaDB-6) starting as process 22517 ...
2018-03-05 13:47:27 140295538784192 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 22544 ...
I: RAM:  7.76GB
I: WORK: 0.01GB
gen signal t=0...1.05e+06  float64  (= 0.01GB) 
gen signal blk [0:1048576]  (100.0%)
VIRT: 545 MB	RSS: 59MB
2018-03-05 13:47:31.4054 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** FileStorage
Benchmarkfs1-zhash.py 2127 34.9 µs/object	# crc32:14640593  nread=8540363  t=0.074s	# POLL·0 C1·5 C1E·6 C3·17 C6·337
Benchmarkfs1-zhash.py 2127 35.4 µs/object	# crc32:14640593  nread=8540363  t=0.075s	# POLL·0 C1·22 C1E·1 C3·24 C6·471
Benchmarkfs1-zhash.py 2127 34.5 µs/object	# crc32:14640593  nread=8540363  t=0.073s	# POLL·0 C1·8 C1E·0 C3·33 C6·465
Benchmarkfs1-zhash.py 2127 34.5 µs/object	# crc32:14640593  nread=8540363  t=0.073s	# POLL·0 C1·8 C1E·3 C3·29 C6·426
Benchmarkfs1-zhash.py 2127 35.2 µs/object	# crc32:14640593  nread=8540363  t=0.075s	# POLL·1 C1·6 C1E·5 C3·30 C6·423

Benchmarkfs1-zhash.go 2127 6.0 µs/object	# crc32:14640593  nread=8540363  t=12.690546ms	# POLL·2 C1·21 C1E·62 C3·59 C6·98
Benchmarkfs1-zhash.go 2127 5.9 µs/object	# crc32:14640593  nread=8540363  t=12.622772ms	# POLL·1 C1·21 C1E·81 C3·47 C6·97
Benchmarkfs1-zhash.go 2127 6.0 µs/object	# crc32:14640593  nread=8540363  t=12.675527ms	# POLL·2 C1·43 C1E·63 C3·37 C6·103
Benchmarkfs1-zhash.go 2127 6.0 µs/object	# crc32:14640593  nread=8540363  t=12.735944ms	# POLL·5 C1·27 C1E·74 C3·36 C6·103
Benchmarkfs1-zhash.go 2127 5.9 µs/object	# crc32:14640593  nread=8540363  t=12.645263ms	# POLL·2 C1·51 C1E·61 C3·52 C6·97
Benchmarkfs1-zhash.go+prefetch128 2127 6.6 µs/object	# crc32:14640593  nread=8540363  t=13.99185ms	# POLL·9 C1·213 C1E·240 C3·188 C6·58
Benchmarkfs1-zhash.go+prefetch128 2127 6.7 µs/object	# crc32:14640593  nread=8540363  t=14.276923ms	# POLL·3 C1·201 C1E·204 C3·218 C6·45
Benchmarkfs1-zhash.go+prefetch128 2127 6.8 µs/object	# crc32:14640593  nread=8540363  t=14.569201ms	# POLL·3 C1·140 C1E·230 C3·249 C6·45
Benchmarkfs1-zhash.go+prefetch128 2127 6.6 µs/object	# crc32:14640593  nread=8540363  t=14.070027ms	# POLL·3 C1·182 C1E·272 C3·223 C6·29
Benchmarkfs1-zhash.go+prefetch128 2127 6.5 µs/object	# crc32:14640593  nread=8540363  t=13.802887ms	# POLL·1 C1·210 C1E·173 C3·225 C6·33

# 1 clients in parallel
Benchmarkfs1-zwrk.go·1 300000	229266.2 req/s  4.362 latency-µs/object	# POLL·2 C1·250 C1E·101 C3·88 C6·585
Benchmarkfs1-zwrk.go·1 300000	229967.2 req/s  4.348 latency-µs/object	# POLL·1 C1·93 C1E·86 C3·100 C6·411
Benchmarkfs1-zwrk.go·1 300000	229963.8 req/s  4.349 latency-µs/object	# POLL·4 C1·59 C1E·81 C3·80 C6·619
Benchmarkfs1-zwrk.go·1 300000	230137.3 req/s  4.345 latency-µs/object	# POLL·3 C1·123 C1E·74 C3·89 C6·540
Benchmarkfs1-zwrk.go·1 300000	229376.8 req/s  4.360 latency-µs/object	# POLL·2 C1·99 C1E·69 C3·95 C6·548

# 2 clients in parallel
Benchmarkfs1-zwrk.go·2 1000000	448118.0 req/s  4.463 latency-µs/object	# POLL·4 C1·139 C1E·103 C3·79 C6·1901
Benchmarkfs1-zwrk.go·2 1000000	447774.0 req/s  4.467 latency-µs/object	# POLL·1 C1·103 C1E·90 C3·79 C6·1608
Benchmarkfs1-zwrk.go·2 1000000	444428.9 req/s  4.500 latency-µs/object	# POLL·1 C1·101 C1E·113 C3·124 C6·981
Benchmarkfs1-zwrk.go·2 1000000	448469.5 req/s  4.460 latency-µs/object	# POLL·5 C1·73 C1E·89 C3·156 C6·1813
Benchmarkfs1-zwrk.go·2 500000	440910.9 req/s  4.536 latency-µs/object	# POLL·5 C1·101 C1E·101 C3·74 C6·850

# 3 clients in parallel
Benchmarkfs1-zwrk.go·3 1000000	663616.4 req/s  4.521 latency-µs/object	# POLL·5 C1·161 C1E·100 C3·83 C6·1203
Benchmarkfs1-zwrk.go·3 1000000	665298.1 req/s  4.509 latency-µs/object	# POLL·2 C1·105 C1E·81 C3·102 C6·1231
Benchmarkfs1-zwrk.go·3 1000000	661901.7 req/s  4.532 latency-µs/object	# POLL·2 C1·104 C1E·82 C3·128 C6·665
Benchmarkfs1-zwrk.go·3 1000000	659547.7 req/s  4.549 latency-µs/object	# POLL·1 C1·94 C1E·98 C3·84 C6·913
Benchmarkfs1-zwrk.go·3 1000000	587070.4 req/s  5.110 latency-µs/object	# POLL·2 C1·156 C1E·93 C3·155 C6·1490

# 4 clients in parallel
Benchmarkfs1-zwrk.go·4 1000000	870595.5 req/s  4.595 latency-µs/object	# POLL·0 C1·167 C1E·87 C3·103 C6·705
Benchmarkfs1-zwrk.go·4 1000000	864743.2 req/s  4.626 latency-µs/object	# POLL·5 C1·236 C1E·87 C3·108 C6·556
Benchmarkfs1-zwrk.go·4 1000000	865025.8 req/s  4.624 latency-µs/object	# POLL·0 C1·188 C1E·94 C3·139 C6·549
Benchmarkfs1-zwrk.go·4 1000000	868662.9 req/s  4.605 latency-µs/object	# POLL·2 C1·167 C1E·88 C3·97 C6·683
Benchmarkfs1-zwrk.go·4 1000000	869072.0 req/s  4.603 latency-µs/object	# POLL·4 C1·150 C1E·83 C3·135 C6·533

# 8 clients in parallel
Benchmarkfs1-zwrk.go·8 1000000	985701.7 req/s  8.116 latency-µs/object	# POLL·1 C1·300 C1E·108 C3·133 C6·88
Benchmarkfs1-zwrk.go·8 1000000	984718.3 req/s  8.124 latency-µs/object	# POLL·2 C1·262 C1E·106 C3·129 C6·74
Benchmarkfs1-zwrk.go·8 1000000	987207.1 req/s  8.104 latency-µs/object	# POLL·2 C1·270 C1E·118 C3·86 C6·108
Benchmarkfs1-zwrk.go·8 1000000	990706.7 req/s  8.075 latency-µs/object	# POLL·9 C1·231 C1E·143 C3·113 C6·69
Benchmarkfs1-zwrk.go·8 1000000	998977.1 req/s  8.008 latency-µs/object	# POLL·0 C1·304 C1E·116 C3·103 C6·78

# 12 clients in parallel
Benchmarkfs1-zwrk.go·12 2000000	1011990.1 req/s  11.858 latency-µs/object	# POLL·5 C1·272 C1E·118 C3·133 C6·99
Benchmarkfs1-zwrk.go·12 2000000	1016988.9 req/s  11.800 latency-µs/object	# POLL·8 C1·281 C1E·107 C3·130 C6·120
Benchmarkfs1-zwrk.go·12 2000000	1018744.3 req/s  11.779 latency-µs/object	# POLL·0 C1·290 C1E·122 C3·118 C6·124
Benchmarkfs1-zwrk.go·12 2000000	1018023.3 req/s  11.788 latency-µs/object	# POLL·4 C1·298 C1E·102 C3·112 C6·131
Benchmarkfs1-zwrk.go·12 2000000	1011475.6 req/s  11.864 latency-µs/object	# POLL·0 C1·261 C1E·131 C3·111 C6·93

# 16 clients in parallel
Benchmarkfs1-zwrk.go·16 2000000	1016351.6 req/s  15.743 latency-µs/object	# POLL·5 C1·341 C1E·114 C3·116 C6·94
Benchmarkfs1-zwrk.go·16 2000000	1014403.1 req/s  15.773 latency-µs/object	# POLL·1 C1·275 C1E·97 C3·167 C6·101
Benchmarkfs1-zwrk.go·16 2000000	1013079.5 req/s  15.793 latency-µs/object	# POLL·2 C1·265 C1E·116 C3·145 C6·109
Benchmarkfs1-zwrk.go·16 2000000	1013846.8 req/s  15.781 latency-µs/object	# POLL·9 C1·300 C1E·100 C3·107 C6·125
Benchmarkfs1-zwrk.go·16 2000000	1014453.7 req/s  15.772 latency-µs/object	# POLL·3 C1·297 C1E·101 C3·104 C6·126

*** ZEO
Benchmarkzeo/py/fs1-zhash.py 2127 523.6 µs/object	# crc32:14640593  nread=8540363  t=1.114s	# POLL·10 C1·17074 C1E·1082 C3·6746 C6·625
Benchmarkzeo/py/fs1-zhash.py 2127 524.5 µs/object	# crc32:14640593  nread=8540363  t=1.116s	# POLL·2 C1·8733 C1E·5469 C3·6027 C6·706
Benchmarkzeo/py/fs1-zhash.py 2127 513.4 µs/object	# crc32:14640593  nread=8540363  t=1.093s	# POLL·9 C1·6720 C1E·5456 C3·6491 C6·766
Benchmarkzeo/py/fs1-zhash.py 2127 515.7 µs/object	# crc32:14640593  nread=8540363  t=1.097s	# POLL·5 C1·18616 C1E·2217 C3·3482 C6·3115
