>>> bench-local
# Wed, 28 Feb 2018 14:05:12 +0200
# neotest@z600.ivan.nexedi.com (2401:5180:0:10::1 192.168.0.5 (+ 1·ipv4))
# Linux z600-COMP-2717 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-11]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-11]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: INTEL SSDSC2CT18  rev 335t 167.7G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz600-COMP-2717/pystone 1 114934 pystone/s	# POLL·0 C1·26 C1E·1 C3·26 C6·211
Benchmarkz600-COMP-2717/pystone 1 114526 pystone/s	# POLL·0 C1·36 C1E·1 C3·20 C6·206
Benchmarkz600-COMP-2717/pystone 1 114001 pystone/s	# POLL·0 C1·38 C1E·1 C3·32 C6·305
Benchmarkz600-COMP-2717/pystone 1 113904 pystone/s	# POLL·0 C1·36 C1E·2 C3·6 C6·219
Benchmarkz600-COMP-2717/pystone 1 114154 pystone/s	# POLL·0 C1·41 C1E·0 C3·21 C6·208
14.7 k requests completed in 2.96 s, 57.6 MiB read, 4.98 k iops, 19.4 MiB/s
generated 14.7 k requests in 3.00 s, 57.6 MiB, 4.92 k iops, 19.2 MiB/s
min/avg/max/mdev = 74.7 us / 200.8 us / 817.1 us / 35.0 us
Benchmarkz600-COMP-2717/disk/randread/direct/4K-min 1 74.7 us/op
Benchmarkz600-COMP-2717/disk/randread/direct/4K-avg 1 200.8 us/op
< 104.3 us	6	| 
< 113.0 us	103	| 
< 121.7 us	701	| **
< 130.4 us	353	| *
< 139.1 us	818	| **
< 147.8 us	221	| 
< 156.5 us	123	| 
< 165.2 us	9	| 
< 173.9 us	26	| 
< 182.6 us	30	| 
< 191.3 us	31	| 
< 200.0 us	543	| *
< 208.7 us	4532	| ***************
< 217.4 us	1649	| *****
< 226.1 us	4297	| **************
< 234.8 us	725	| **
< 243.5 us	26	| 
< 252.2 us	65	| 
< 260.9 us	146	| 
< 269.6 us	85	| 
< 278.3 us	125	| 
<       +∞	32	| 
# POLL·4 C1·1409 C1E·12836 C3·599 C6·496

--- . (ext4 /dev/sda1) ioping statistics ---
14.8 k requests completed in 2.96 s, 57.7 MiB read, 4.99 k iops, 19.5 MiB/s
generated 14.8 k requests in 3.00 s, 57.7 MiB, 4.92 k iops, 19.2 MiB/s
min/avg/max/mdev = 75.3 us / 200.6 us / 318.5 us / 34.3 us
Benchmarkz600-COMP-2717/disk/randread/direct/4K-min 1 75.3 us/op
Benchmarkz600-COMP-2717/disk/randread/direct/4K-avg 1 200.6 us/op
< 113.0 us	99	| 
< 121.2 us	721	| **
< 129.3 us	285	| 
< 137.4 us	842	| **
< 145.6 us	204	| 
< 153.7 us	177	| 
< 161.9 us	29	| 
< 170.0 us	7	| 
< 178.2 us	24	| 
< 186.3 us	9	| 
< 194.5 us	187	| 
< 202.6 us	1179	| ***
< 210.8 us	4238	| **************
< 218.9 us	1736	| *****
< 227.1 us	3976	| *************
< 235.2 us	582	| *
< 243.3 us	26	| 
< 251.5 us	43	| 
< 259.6 us	106	| 
< 267.8 us	68	| 
< 275.9 us	93	| 
<       +∞	38	| 
# POLL·1 C1·1455 C1E·12976 C3·409 C6·545

*** disk: random direct (no kernel cache) 2M-read latency

--- . (ext4 /dev/sda1) ioping statistics ---
353 requests completed in 3.00 s, 706 MiB read, 117 iops, 235.5 MiB/s
generated 354 requests in 3.01 s, 708 MiB, 117 iops, 235.4 MiB/s
min/avg/max/mdev = 7.58 ms / 8.49 ms / 8.77 ms / 158.5 us
Benchmarkz600-COMP-2717/disk/randread/direct/2M-min 1 7.58 ms/op
Benchmarkz600-COMP-2717/disk/randread/direct/2M-avg 1 8.49 ms/op
< 7.98 ms	9	| *
< 8.02 ms	0	| 
< 8.05 ms	1	| 
< 8.09 ms	1	| 
< 8.13 ms	0	| 
< 8.17 ms	0	| 
< 8.21 ms	0	| 
< 8.25 ms	0	| 
< 8.29 ms	0	| 
< 8.33 ms	1	| 
< 8.37 ms	7	| 
< 8.41 ms	19	| **
< 8.45 ms	22	| ***
< 8.49 ms	35	| ****
< 8.53 ms	52	| *******
< 8.57 ms	52	| *******
< 8.61 ms	28	| ***
< 8.65 ms	14	| *
< 8.69 ms	4	| 
< 8.73 ms	3	| 
< 8.77 ms	4	| 
<       +∞	1	| 
# POLL·0 C1·20 C1E·8 C3·124 C6·1145

--- . (ext4 /dev/sda1) ioping statistics ---
353 requests completed in 3.00 s, 706 MiB read, 117 iops, 235.6 MiB/s
generated 354 requests in 3.01 s, 708 MiB, 117 iops, 235.5 MiB/s
min/avg/max/mdev = 7.60 ms / 8.49 ms / 8.74 ms / 174.3 us
Benchmarkz600-COMP-2717/disk/randread/direct/2M-min 1 7.60 ms/op
Benchmarkz600-COMP-2717/disk/randread/direct/2M-avg 1 8.49 ms/op
< 8.39 ms	25	| ***
< 8.40 ms	7	| 
< 8.42 ms	6	| 
< 8.43 ms	7	| 
< 8.45 ms	13	| *
< 8.46 ms	11	| *
< 8.48 ms	13	| *
< 8.49 ms	17	| **
< 8.51 ms	26	| ***
< 8.52 ms	9	| *
< 8.54 ms	25	| ***
< 8.55 ms	18	| **
< 8.57 ms	22	| ***
< 8.58 ms	15	| **
< 8.60 ms	10	| *
< 8.61 ms	6	| 
< 8.63 ms	5	| 
< 8.64 ms	3	| 
< 8.66 ms	3	| 
< 8.67 ms	5	| 
< 8.69 ms	1	| 
<       +∞	6	| 
# POLL·0 C1·41 C1E·7 C3·92 C6·1118

--- . (ext4 /dev/sda1) ioping statistics ---
347 requests completed in 3.00 s, 694 MiB read, 115 iops, 231.5 MiB/s
generated 348 requests in 3.01 s, 696 MiB, 115 iops, 231.5 MiB/s
min/avg/max/mdev = 8.23 ms / 8.64 ms / 8.91 ms / 87.9 us
Benchmarkz600-COMP-2717/disk/randread/direct/2M-min 1 8.23 ms/op
Benchmarkz600-COMP-2717/disk/randread/direct/2M-avg 1 8.64 ms/op
< 8.23 ms	0	| 
< 8.26 ms	0	| 
< 8.29 ms	0	| 
< 8.32 ms	0	| 
< 8.34 ms	0	| 
< 8.37 ms	0	| 
< 8.40 ms	0	| 
< 8.43 ms	0	| 
< 8.46 ms	1	| 
< 8.49 ms	3	| 
< 8.52 ms	15	| **
< 8.55 ms	16	| **
< 8.58 ms	15	| **
< 8.61 ms	37	| *****
< 8.64 ms	33	| ****
< 8.67 ms	35	| *****
< 8.70 ms	35	| *****
< 8.72 ms	17	| **
< 8.75 ms	17	| **
< 8.78 ms	9	| *
< 8.81 ms	4	| 
<       +∞	10	| *
# POLL·0 C1·31 C1E·4 C3·56 C6·1932

--- . (ext4 /dev/sda1) ioping statistics ---
346 requests completed in 2.99 s, 692 MiB read, 115 iops, 231.3 MiB/s
generated 347 requests in 3.00 s, 694 MiB, 115 iops, 231.1 MiB/s
min/avg/max/mdev = 8.04 ms / 8.65 ms / 10.2 ms / 134.4 us
Benchmarkz600-COMP-2717/disk/randread/direct/2M-min 1 8.04 ms/op
Benchmarkz600-COMP-2717/disk/randread/direct/2M-avg 1 8.65 ms/op
< 8.04 ms	0	| 
< 8.08 ms	0	| 
< 8.12 ms	0	| 
< 8.16 ms	0	| 
< 8.20 ms	0	| 
< 8.24 ms	0	| 
< 8.28 ms	0	| 
< 8.32 ms	0	| 
< 8.36 ms	0	| 
< 8.40 ms	0	| 
< 8.44 ms	1	| 
< 8.48 ms	7	| *
< 8.52 ms	10	| *
< 8.56 ms	30	| ****
< 8.60 ms	19	| **
< 8.64 ms	52	| *******
< 8.68 ms	43	| ******
< 8.72 ms	42	| ******
< 8.76 ms	22	| ***
< 8.80 ms	10	| *
< 8.84 ms	7	| *
<       +∞	3	| 
# POLL·0 C1·36 C1E·4 C3·54 C6·1844

--- . (ext4 /dev/sda1) ioping statistics ---
347 requests completed in 3.00 s, 694 MiB read, 115 iops, 231.6 MiB/s
generated 348 requests in 3.01 s, 696 MiB, 115 iops, 231.5 MiB/s
min/avg/max/mdev = 8.42 ms / 8.64 ms / 8.87 ms / 83.0 us
Benchmarkz600-COMP-2717/disk/randread/direct/2M-min 1 8.42 ms/op
Benchmarkz600-COMP-2717/disk/randread/direct/2M-avg 1 8.64 ms/op
< 8.42 ms	0	| 
< 8.44 ms	5	| 
< 8.46 ms	1	| 
< 8.48 ms	1	| 
< 8.50 ms	6	| 
< 8.52 ms	11	| *
< 8.54 ms	1	| 
< 8.55 ms	8	| *
< 8.57 ms	13	| *
< 8.59 ms	23	| ***
< 8.61 ms	24	| ***
< 8.63 ms	22	| ***
< 8.65 ms	24	| ***
< 8.67 ms	16	| **
< 8.68 ms	20	| **
< 8.70 ms	18	| **
< 8.72 ms	19	| **
< 8.74 ms	12	| *
< 8.76 ms	5	| 
< 8.78 ms	8	| *
< 8.80 ms	5	| 
<       +∞	5	| 
# POLL·0 C1·37 C1E·8 C3·70 C6·1743

*** disk: random cached 4K-read latency

--- . (ext4 /dev/sda1) ioping statistics ---
1.89 M requests completed in 2.85 s, 7.19 GiB read, 661.9 k iops, 2.53 GiB/s
generated 1.89 M requests in 3.00 s, 7.19 GiB, 628.6 k iops, 2.40 GiB/s
min/avg/max/mdev = 780 ns / 1.51 us / 69.2 us / 253 ns
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-min 1 780 ns/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-avg 1 1.51 us/op
< 1.52 us	1010592	| **************************
< 1.56 us	244446	| ******
< 1.61 us	325319	| ********
< 1.65 us	116032	| ***
< 1.70 us	73960	| *
< 1.75 us	49616	| *
< 1.79 us	30613	| 
< 1.84 us	16400	| 
< 1.89 us	8567	| 
< 1.93 us	4253	| 
< 1.98 us	2026	| 
< 2.02 us	991	| 
< 2.07 us	461	| 
< 2.12 us	265	| 
< 2.16 us	178	| 
< 2.21 us	198	| 
< 2.26 us	154	| 
< 2.30 us	182	| 
< 2.35 us	201	| 
< 2.40 us	139	| 
< 2.44 us	138	| 
<       +∞	873	| 
# POLL·0 C1·8 C1E·7 C3·9 C6·428

--- . (ext4 /dev/sda1) ioping statistics ---
1.88 M requests completed in 2.84 s, 7.17 GiB read, 661.2 k iops, 2.52 GiB/s
generated 1.88 M requests in 3.00 s, 7.17 GiB, 626.8 k iops, 2.39 GiB/s
min/avg/max/mdev = 788 ns / 1.51 us / 65.7 us / 242 ns
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-min 1 788 ns/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-avg 1 1.51 us/op
< 1.08 us	14032	| 
< 1.14 us	1230	| 
< 1.20 us	1341	| 
< 1.26 us	16368	| 
< 1.32 us	28146	| 
< 1.38 us	261846	| ******
< 1.44 us	193451	| *****
< 1.50 us	439409	| ***********
< 1.56 us	287279	| *******
< 1.62 us	375962	| *********
< 1.68 us	120382	| ***
< 1.74 us	71190	| *
< 1.80 us	39149	| *
< 1.86 us	16799	| 
< 1.93 us	7243	| 
< 1.99 us	2692	| 
< 2.05 us	1031	| 
< 2.11 us	453	| 
< 2.17 us	264	| 
< 2.23 us	242	| 
< 2.29 us	194	| 
<       +∞	1463	| 
# POLL·0 C1·47 C1E·1 C3·11 C6·438

--- . (ext4 /dev/sda1) ioping statistics ---
1.82 M requests completed in 2.85 s, 6.93 GiB read, 638.3 k iops, 2.43 GiB/s
generated 1.82 M requests in 3.00 s, 6.93 GiB, 605.9 k iops, 2.31 GiB/s
min/avg/max/mdev = 841 ns / 1.57 us / 71.5 us / 245 ns
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-min 1 841 ns/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-avg 1 1.57 us/op
< 1.41 us	121453	| ***
< 1.43 us	164356	| ****
< 1.46 us	123134	| ***
< 1.49 us	53436	| *
< 1.51 us	96338	| **
< 1.54 us	205234	| *****
< 1.56 us	174715	| ****
< 1.59 us	82043	| **
< 1.61 us	144421	| ***
< 1.64 us	210515	| *****
< 1.66 us	142372	| ***
< 1.69 us	73514	| **
< 1.71 us	51945	| *
< 1.74 us	41236	| *
< 1.76 us	33174	| 
< 1.79 us	25749	| 
< 1.81 us	21289	| 
< 1.84 us	15186	| 
< 1.87 us	11233	| 
< 1.89 us	7214	| 
< 1.92 us	5669	| 
<       +∞	13318	| 
# POLL·0 C1·28 C1E·2 C3·23 C6·412

--- . (ext4 /dev/sda1) ioping statistics ---
1.89 M requests completed in 2.87 s, 7.21 GiB read, 658.6 k iops, 2.51 GiB/s
generated 1.89 M requests in 3.00 s, 7.21 GiB, 629.8 k iops, 2.40 GiB/s
min/avg/max/mdev = 794 ns / 1.52 us / 64.5 us / 245 ns
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-min 1 794 ns/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-avg 1 1.52 us/op
< 1.77 us	1833478	| ************************************************
< 1.79 us	15584	| 
< 1.82 us	10840	| 
< 1.84 us	7622	| 
< 1.87 us	5640	| 
< 1.89 us	4196	| 
< 1.91 us	2862	| 
< 1.94 us	1980	| 
< 1.96 us	1329	| 
< 1.99 us	991	| 
< 2.01 us	731	| 
< 2.04 us	530	| 
< 2.06 us	391	| 
< 2.08 us	266	| 
< 2.11 us	193	| 
< 2.13 us	202	| 
< 2.16 us	169	| 
< 2.18 us	159	| 
< 2.21 us	147	| 
< 2.23 us	130	| 
< 2.25 us	106	| 
<       +∞	1644	| 
# POLL·0 C1·36 C1E·1 C3·21 C6·498

--- . (ext4 /dev/sda1) ioping statistics ---
1.89 M requests completed in 2.84 s, 7.21 GiB read, 664.2 k iops, 2.53 GiB/s
generated 1.89 M requests in 3.00 s, 7.21 GiB, 629.6 k iops, 2.40 GiB/s
min/avg/max/mdev = 790 ns / 1.50 us / 33.6 us / 243 ns
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-min 1 790 ns/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/4K-avg 1 1.50 us/op
< 1.47 us	748080	| *******************
< 1.67 us	983398	| **************************
< 1.87 us	144734	| ***
< 2.06 us	10111	| 
< 2.26 us	906	| 
< 2.46 us	695	| 
< 2.66 us	103	| 
< 2.86 us	11	| 
< 3.06 us	0	| 
< 3.26 us	0	| 
< 3.46 us	0	| 
< 3.66 us	0	| 
< 3.86 us	0	| 
< 4.06 us	0	| 
< 4.25 us	0	| 
< 4.45 us	0	| 
< 4.65 us	0	| 
< 4.85 us	0	| 
< 5.05 us	0	| 
< 5.25 us	0	| 
< 5.45 us	0	| 
<       +∞	723	| 
# POLL·0 C1·42 C1E·9 C3·18 C6·478

*** disk: random cached 2M-read latency

--- . (ext4 /dev/sda1) ioping statistics ---
8.99 k requests completed in 3.00 s, 17.6 GiB read, 3.00 k iops, 5.86 GiB/s
generated 8.99 k requests in 3.00 s, 17.6 GiB, 3.00 k iops, 5.85 GiB/s
min/avg/max/mdev = 225.1 us / 333.6 us / 426.6 us / 12.9 us
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-min 1 225.1 us/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-avg 1 333.6 us/op
< 225.6 us	9	| 
< 233.4 us	52	| 
< 241.3 us	10	| 
< 249.2 us	10	| 
< 257.1 us	3	| 
< 265.0 us	3	| 
< 272.8 us	1	| 
< 280.7 us	3	| 
< 288.6 us	4	| 
< 296.5 us	9	| 
< 304.4 us	1	| 
< 312.2 us	3	| 
< 320.1 us	5	| 
< 328.0 us	35	| 
< 335.9 us	7497	| *****************************************
< 343.8 us	425	| **
< 351.6 us	58	| 
< 359.5 us	558	| ***
< 367.4 us	171	| 
< 375.3 us	19	| 
< 383.2 us	4	| 
<       +∞	6	| 
# POLL·0 C1·30 C1E·1 C3·35 C6·3775

--- . (ext4 /dev/sda1) ioping statistics ---
8.78 k requests completed in 3.00 s, 17.1 GiB read, 2.93 k iops, 5.72 GiB/s
generated 8.78 k requests in 3.00 s, 17.1 GiB, 2.93 k iops, 5.72 GiB/s
min/avg/max/mdev = 228.4 us / 341.5 us / 402.7 us / 13.4 us
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-min 1 228.4 us/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-avg 1 341.5 us/op
< 337.5 us	763	| ****
< 339.5 us	2621	| **************
< 341.6 us	2812	| ****************
< 343.6 us	1145	| ******
< 345.7 us	293	| *
< 347.8 us	116	| 
< 349.8 us	65	| 
< 351.9 us	33	| 
< 353.9 us	28	| 
< 356.0 us	8	| 
< 358.1 us	23	| 
< 360.1 us	75	| 
< 362.2 us	144	| 
< 364.2 us	121	| 
< 366.3 us	65	| 
< 368.4 us	131	| 
< 370.4 us	149	| 
< 372.5 us	46	| 
< 374.5 us	9	| 
< 376.6 us	7	| 
< 378.7 us	1	| 
<       +∞	24	| 
# POLL·2 C1·30 C1E·7 C3·30 C6·5407

--- . (ext4 /dev/sda1) ioping statistics ---
8.77 k requests completed in 3.00 s, 17.1 GiB read, 2.92 k iops, 5.71 GiB/s
generated 8.77 k requests in 3.00 s, 17.1 GiB, 2.92 k iops, 5.71 GiB/s
min/avg/max/mdev = 228.6 us / 341.9 us / 419.1 us / 12.0 us
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-min 1 228.6 us/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-avg 1 341.9 us/op
< 229.1 us	15	| 
< 237.2 us	23	| 
< 245.3 us	8	| 
< 253.4 us	2	| 
< 261.5 us	6	| 
< 269.6 us	2	| 
< 277.7 us	0	| 
< 285.9 us	0	| 
< 294.0 us	4	| 
< 302.1 us	6	| 
< 310.2 us	1	| 
< 318.3 us	2	| 
< 326.4 us	3	| 
< 334.5 us	64	| 
< 342.6 us	6720	| **************************************
< 350.7 us	964	| *****
< 358.8 us	74	| 
< 366.9 us	420	| **
< 375.0 us	307	| *
< 383.1 us	35	| 
< 391.2 us	7	| 
<       +∞	4	| 
# POLL·1 C1·28 C1E·0 C3·42 C6·6707

--- . (ext4 /dev/sda1) ioping statistics ---
6.96 k requests completed in 3.00 s, 13.6 GiB read, 2.32 k iops, 4.53 GiB/s
generated 6.96 k requests in 3.00 s, 13.6 GiB, 2.32 k iops, 4.53 GiB/s
min/avg/max/mdev = 228.4 us / 431.0 us / 588.8 us / 19.3 us
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-min 1 228.4 us/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-avg 1 431.0 us/op
< 228.5 us	4	| 
< 240.0 us	28	| 
< 251.6 us	7	| 
< 263.2 us	5	| 
< 274.8 us	4	| 
< 286.4 us	1	| 
< 297.9 us	5	| 
< 309.5 us	2	| 
< 321.1 us	0	| 
< 332.7 us	0	| 
< 344.2 us	4	| 
< 355.8 us	7	| 
< 367.4 us	6	| 
< 379.0 us	3	| 
< 390.6 us	2	| 
< 402.1 us	4	| 
< 413.7 us	7	| 
< 425.3 us	38	| 
< 436.9 us	5828	| *****************************************
< 448.4 us	643	| ****
< 460.0 us	182	| *
<       +∞	77	| 
# POLL·0 C1·25 C1E·1 C3·34 C6·4947

--- . (ext4 /dev/sda1) ioping statistics ---
6.95 k requests completed in 3.00 s, 13.6 GiB read, 2.32 k iops, 4.53 GiB/s
generated 6.95 k requests in 3.00 s, 13.6 GiB, 2.32 k iops, 4.53 GiB/s
min/avg/max/mdev = 228.3 us / 431.3 us / 527.2 us / 17.7 us
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-min 1 228.3 us/op
Benchmarkz600-COMP-2717/disk/randread/pagecache/2M-avg 1 431.3 us/op
< 228.5 us	2	| 
< 241.8 us	29	| 
< 255.1 us	3	| 
< 268.4 us	5	| 
< 281.7 us	6	| 
< 295.1 us	0	| 
< 308.4 us	0	| 
< 321.7 us	0	| 
< 335.0 us	3	| 
< 348.3 us	2	| 
< 361.6 us	5	| 
< 374.9 us	5	| 
< 388.2 us	2	| 
< 401.6 us	4	| 
< 414.9 us	5	| 
< 428.2 us	336	| **
< 441.5 us	5650	| ****************************************
< 454.8 us	734	| *****
< 468.1 us	34	| 
< 481.4 us	15	| 
< 494.8 us	6	| 
<       +∞	7	| 
# POLL·0 C1·48 C1E·2 C3·22 C6·1976

dataset:	wczblk1-8

*** generating fs1 data...
I: RAM:  47.14GB
I: WORK: 0.01GB
gen signal t=0...1.05e+06  float64  (= 0.01GB) 
gen signal blk [0:1048576]  (100.0%)
VIRT: 556 MB	RSS: 47MB

*** generating sqlite data...
I: RAM:  47.14GB
I: WORK: 0.01GB
gen signal t=0...1.05e+06  float64  (= 0.01GB) 
gen signal blk [0:1048576]  (100.0%)
VIRT: 705 MB	RSS: 58MB
2018-02-28 14:11:19.3438 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** generating sql data...
2018-02-28 14:11:19 140633897774464 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24442 ...
2018-02-28 14:11:23 140681136471424 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24470 ...
2018-02-28 14:11:26 140576508312960 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24500 ...
2018-02-28 14:11:29 140268548767104 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24527 ...
I: RAM:  47.14GB
I: WORK: 0.01GB
gen signal t=0...1.05e+06  float64  (= 0.01GB) 
gen signal blk [0:1048576]  (100.0%)
VIRT: 706 MB	RSS: 58MB
2018-02-28 14:11:32.8721 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** FileStorage
Benchmarkz600-COMP-2717/fs1/zhash.py 2127 37.6 µs/object	# crc32:14640593  nread=8540363  t=0.080s	# POLL·0 C1·22 C1E·1 C3·16 C6·280
Benchmarkz600-COMP-2717/fs1/zhash.py 2127 37.1 µs/object	# crc32:14640593  nread=8540363  t=0.079s	# POLL·0 C1·11 C1E·0 C3·21 C6·290
Benchmarkz600-COMP-2717/fs1/zhash.py 2127 37.6 µs/object	# crc32:14640593  nread=8540363  t=0.080s	# POLL·0 C1·14 C1E·5 C3·10 C6·286
Benchmarkz600-COMP-2717/fs1/zhash.py 2127 37.5 µs/object	# crc32:14640593  nread=8540363  t=0.080s	# POLL·0 C1·32 C1E·1 C3·14 C6·280
Benchmarkz600-COMP-2717/fs1/zhash.py 2127 37.7 µs/object	# crc32:14640593  nread=8540363  t=0.080s	# POLL·2 C1·34 C1E·2 C3·11 C6·303

Benchmarkz600-COMP-2717/fs1/zhash.go 2127 5.7 µs/object	# crc32:14640593  nread=8540363  t=12.092624ms	# POLL·1 C1·33 C1E·64 C3·22 C6·140
Benchmarkz600-COMP-2717/fs1/zhash.go 2127 5.7 µs/object	# crc32:14640593  nread=8540363  t=12.11543ms	# POLL·0 C1·47 C1E·63 C3·22 C6·129
Benchmarkz600-COMP-2717/fs1/zhash.go 2127 5.7 µs/object	# crc32:14640593  nread=8540363  t=12.206001ms	# POLL·2 C1·32 C1E·64 C3·30 C6·124
Benchmarkz600-COMP-2717/fs1/zhash.go 2127 5.7 µs/object	# crc32:14640593  nread=8540363  t=12.082043ms	# POLL·0 C1·32 C1E·62 C3·43 C6·112
Benchmarkz600-COMP-2717/fs1/zhash.go 2127 5.7 µs/object	# crc32:14640593  nread=8540363  t=12.09814ms	# POLL·0 C1·14 C1E·60 C3·40 C6·116
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 2127 7.3 µs/object	# crc32:14640593  nread=8540363  t=15.539805ms	# POLL·1 C1·143 C1E·230 C3·275 C6·153
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 2127 7.3 µs/object	# crc32:14640593  nread=8540363  t=15.462388ms	# POLL·4 C1·155 C1E·228 C3·231 C6·166
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 2127 7.7 µs/object	# crc32:14640593  nread=8540363  t=16.431121ms	# POLL·2 C1·140 C1E·246 C3·298 C6·141
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 2127 7.2 µs/object	# crc32:14640593  nread=8540363  t=15.392751ms	# POLL·2 C1·171 C1E·268 C3·228 C6·119
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 2127 7.5 µs/object	# crc32:14640593  nread=8540363  t=16.060329ms	# POLL·2 C1·183 C1E·272 C3·291 C6·113

# 1 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 300000	247609.0 req/s  4.039 latency-µs/object	# POLL·2 C1·57 C1E·73 C3·84 C6·415
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 300000	244132.5 req/s  4.096 latency-µs/object	# POLL·0 C1·60 C1E·84 C3·75 C6·462
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 300000	243536.1 req/s  4.106 latency-µs/object	# POLL·1 C1·41 C1E·71 C3·83 C6·431
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 300000	244548.5 req/s  4.089 latency-µs/object	# POLL·1 C1·52 C1E·82 C3·78 C6·509
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 300000	244747.4 req/s  4.086 latency-µs/object	# POLL·1 C1·60 C1E·88 C3·62 C6·458

# 2 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	471215.3 req/s  4.244 latency-µs/object	# POLL·4 C1·71 C1E·70 C3·53 C6·574
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	469966.4 req/s  4.256 latency-µs/object	# POLL·0 C1·52 C1E·102 C3·74 C6·561
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	471709.9 req/s  4.240 latency-µs/object	# POLL·2 C1·39 C1E·84 C3·86 C6·584
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	471890.3 req/s  4.238 latency-µs/object	# POLL·0 C1·63 C1E·84 C3·79 C6·729
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	470886.1 req/s  4.247 latency-µs/object	# POLL·0 C1·74 C1E·79 C3·111 C6·561

# 4 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-4 1000000	929788.6 req/s  4.302 latency-µs/object	# POLL·0 C1·75 C1E·107 C3·109 C6·596
Benchmarkz600-COMP-2717/fs1/zwrk.go-4 1000000	943724.7 req/s  4.239 latency-µs/object	# POLL·1 C1·34 C1E·84 C3·114 C6·643
Benchmarkz600-COMP-2717/fs1/zwrk.go-4 1000000	933470.7 req/s  4.285 latency-µs/object	# POLL·0 C1·54 C1E·89 C3·123 C6·653
